ent_station,ext_station,ent_time_period,riders_average_weekday
Archives-Navy Memorial,Waterfront,Evening,43.13636363636363
Archives-Navy Memorial,West Falls Church,Evening,8.363636363636363
Archives-Navy Memorial,West Hyattsville,Evening,25.863636363636363
Archives-Navy Memorial,Wheaton,Evening,3.227272727272727
Archives-Navy Memorial,White Flint,Evening,1.2272727272727273
Archives-Navy Memorial,Woodley Park-Zoo,Evening,5.318181818181818
Arlington Cemetery,Addison Road,Evening,0.045454545454545456
Arlington Cemetery,Anacostia,Evening,0.5
Arlington Cemetery,Archives-Navy Memorial,Evening,0.18181818181818182
Arlington Cemetery,Arlington Cemetery,Evening,0.8181818181818182
Arlington Cemetery,Ballston,Evening,2.0454545454545454
Arlington Cemetery,Bethesda,Evening,0.8181818181818182
Arlington Cemetery,Braddock Road,Evening,1.6818181818181819
Arlington Cemetery,Branch Avenue,Evening,1.7272727272727273
Arlington Cemetery,Brookland,Evening,0.045454545454545456
Arlington Cemetery,Capitol South,Evening,1.0
Arlington Cemetery,Clarendon,Evening,1.5
Arlington Cemetery,College Park-U of MD,Evening,0.7272727272727273
Arlington Cemetery,Columbia Heights,Evening,1.1818181818181819
Arlington Cemetery,Court House,Evening,2.8181818181818183
Arlington Cemetery,Crystal City,Evening,13.636363636363637
Arlington Cemetery,Deanwood,Evening,0.6363636363636364
Arlington Cemetery,Dunn Loring,Evening,1.1363636363636365
Arlington Cemetery,Dupont Circle,Evening,3.227272727272727
Arlington Cemetery,East Falls Church,Evening,0.5454545454545454
Arlington Cemetery,Eastern Market,Evening,1.6818181818181819
Arlington Cemetery,Eisenhower Avenue,Evening,2.090909090909091
Arlington Cemetery,Farragut North,Evening,0.4090909090909091
Arlington Cemetery,Farragut West,Evening,2.3181818181818183
Arlington Cemetery,Federal Center SW,Evening,0.22727272727272727
Arlington Cemetery,Federal Triangle,Evening,0.5454545454545454
Arlington Cemetery,Foggy Bottom,Evening,5.818181818181818
Arlington Cemetery,Forest Glen,Evening,0.13636363636363635
Arlington Cemetery,Fort Totten,Evening,0.5454545454545454
Arlington Cemetery,Franconia-Springfield,Evening,5.636363636363637
Arlington Cemetery,Friendship Heights,Evening,0.7727272727272727
Arlington Cemetery,Gallery Place-Chinatown,Evening,1.5909090909090908
Arlington Cemetery,Georgia Avenue-Petworth,Evening,0.22727272727272727
Arlington Cemetery,Glenmont,Evening,0.3181818181818182
Arlington Cemetery,Greenbelt,Evening,0.8181818181818182
Arlington Cemetery,Grosvenor,Evening,0.2727272727272727
Arlington Cemetery,Huntington,Evening,3.3181818181818183
Arlington Cemetery,Judiciary Square,Evening,0.5
Arlington Cemetery,King Street,Evening,6.954545454545454
Arlington Cemetery,Landover,Evening,0.3181818181818182
Arlington Cemetery,Largo Town Center,Evening,1.2272727272727273
Arlington Cemetery,L'Enfant Plaza,Evening,0.8181818181818182
Arlington Cemetery,McPherson Square,Evening,4.090909090909091
Arlington Cemetery,Metro Center,Evening,5.590909090909091
Arlington Cemetery,Minnesota Avenue,Evening,0.13636363636363635
Arlington Cemetery,Morgan Blvd.,Evening,0.2727272727272727
Arlington Cemetery,Mt. Vernon Square-UDC,Evening,0.22727272727272727
Arlington Cemetery,Navy Yard,Evening,0.5454545454545454
Arlington Cemetery,Naylor Road,Evening,0.5454545454545454
Arlington Cemetery,New Carrollton,Evening,0.6363636363636364
Arlington Cemetery,New York Ave,Evening,1.1818181818181819
Arlington Cemetery,Pentagon,Evening,8.090909090909092
Arlington Cemetery,Pentagon City,Evening,31.954545454545453
Arlington Cemetery,Prince George's Plaza,Evening,0.22727272727272727
Arlington Cemetery,Reagan Washington National Airport,Evening,1.0
Arlington Cemetery,Rhode Island Avenue,Evening,0.045454545454545456
Arlington Cemetery,Rockville,Evening,0.09090909090909091
Arlington Cemetery,Rosslyn,Evening,14.363636363636363
Arlington Cemetery,Shady Grove,Evening,1.2272727272727273
Arlington Cemetery,Shaw-Howard University,Evening,0.36363636363636365
Arlington Cemetery,Silver Spring,Evening,0.5454545454545454
Arlington Cemetery,Smithsonian,Evening,2.8181818181818183
Arlington Cemetery,Stadium-Armory,Evening,0.09090909090909091
Arlington Cemetery,Suitland,Evening,0.4090909090909091
Arlington Cemetery,Takoma,Evening,0.45454545454545453
Arlington Cemetery,Tenleytown-AU,Evening,0.22727272727272727
Arlington Cemetery,Twinbrook,Evening,0.22727272727272727
Arlington Cemetery,U Street-Cardozo,Evening,0.5
Arlington Cemetery,Union Station,Evening,2.6818181818181817
Arlington Cemetery,Van Dorn Street,Evening,2.0
Arlington Cemetery,Van Ness-UDC,Evening,0.22727272727272727
Arlington Cemetery,Vienna,Evening,2.409090909090909
Arlington Cemetery,Virginia Square-GMU,Evening,0.6363636363636364
Arlington Cemetery,Waterfront,Evening,0.5454545454545454
Arlington Cemetery,West Falls Church,Evening,0.9545454545454546
Arlington Cemetery,Wheaton,Evening,0.5454545454545454
Arlington Cemetery,White Flint,Evening,0.5909090909090909
Arlington Cemetery,Woodley Park-Zoo,Evening,1.6363636363636365
Ballston,Addison Road,Evening,6.681818181818182
Ballston,Anacostia,Evening,18.0
Ballston,Archives-Navy Memorial,Evening,0.9090909090909091
Ballston,Arlington Cemetery,Evening,0.3181818181818182
Ballston,Ballston,Evening,16.272727272727273
Ballston,Benning Road,Evening,4.045454545454546
Ballston,Bethesda,Evening,6.2727272727272725
Ballston,Braddock Road,Evening,6.7727272727272725
Ballston,Branch Avenue,Evening,8.545454545454545
Ballston,Brookland,Evening,5.318181818181818
Ballston,Capitol Heights,Evening,3.590909090909091
Ballston,Capitol South,Evening,5.545454545454546
Ballston,Cheverly,Evening,2.772727272727273
Ballston,Clarendon,Evening,67.22727272727273
Ballston,Cleveland Park,Evening,4.318181818181818
Ballston,College Park-U of MD,Evening,2.6363636363636362
Ballston,Columbia Heights,Evening,20.5
Ballston,Congress Heights,Evening,3.0454545454545454
Ballston,Court House,Evening,62.63636363636363
Ballston,Crystal City,Evening,19.272727272727273
Ballston,Deanwood,Evening,5.045454545454546
Ballston,Dunn Loring,Evening,41.13636363636363
Ballston,Dupont Circle,Evening,14.954545454545455
Ballston,East Falls Church,Evening,40.72727272727273
Ballston,Eastern Market,Evening,15.0
Ballston,Eisenhower Avenue,Evening,1.7272727272727273
Ballston,Farragut North,Evening,0.8181818181818182
Ballston,Farragut West,Evening,47.81818181818182
Ballston,Federal Center SW,Evening,3.590909090909091
Ballston,Federal Triangle,Evening,5.136363636363637
Ballston,Foggy Bottom,Evening,53.36363636363637
Ballston,Forest Glen,Evening,2.909090909090909
Ballston,Fort Totten,Evening,12.5
Ballston,Franconia-Springfield,Evening,17.772727272727273
Ballston,Friendship Heights,Evening,7.5
Ballston,Gallery Place-Chinatown,Evening,17.772727272727273
Ballston,Georgia Avenue-Petworth,Evening,7.545454545454546
Ballston,Glenmont,Evening,12.409090909090908
Ballston,Greenbelt,Evening,7.409090909090909
Ballston,Grosvenor,Evening,4.863636363636363
Ballston,Huntington,Evening,17.727272727272727
Ballston,Judiciary Square,Evening,1.0454545454545454
Ballston,King Street,Evening,14.590909090909092
Ballston,Landover,Evening,7.136363636363637
Ballston,Largo Town Center,Evening,4.454545454545454
Ballston,L'Enfant Plaza,Evening,6.5
Ballston,McPherson Square,Evening,51.90909090909091
Ballston,Medical Center,Evening,0.5454545454545454
Ballston,Metro Center,Evening,35.63636363636363
Ballston,Minnesota Avenue,Evening,8.772727272727273
Ballston,Morgan Blvd.,Evening,2.5454545454545454
Ballston,Mt. Vernon Square-UDC,Evening,6.2727272727272725
Ballston,Navy Yard,Evening,7.954545454545454
Ballston,Naylor Road,Evening,6.363636363636363
Ballston,New Carrollton,Evening,16.0
Ballston,New York Ave,Evening,5.5
Ballston,Pentagon,Evening,4.5
Ballston,Pentagon City,Evening,20.727272727272727
Ballston,Potomac Avenue,Evening,11.454545454545455
Ballston,Prince George's Plaza,Evening,5.636363636363637
Ballston,Reagan Washington National Airport,Evening,6.363636363636363
Ballston,Rhode Island Avenue,Evening,4.7727272727272725
Ballston,Rockville,Evening,3.1363636363636362
Ballston,Rosslyn,Evening,65.0
Ballston,Shady Grove,Evening,12.681818181818182
Ballston,Shaw-Howard University,Evening,6.7272727272727275
Ballston,Silver Spring,Evening,17.863636363636363
Ballston,Smithsonian,Evening,6.681818181818182
Ballston,Southern Avenue,Evening,11.818181818181818
Ballston,Stadium-Armory,Evening,4.954545454545454
Ballston,Suitland,Evening,11.863636363636363
Ballston,Takoma,Evening,7.318181818181818
Ballston,Tenleytown-AU,Evening,3.909090909090909
Ballston,Twinbrook,Evening,5.045454545454546
Ballston,U Street-Cardozo,Evening,12.409090909090908
Ballston,Union Station,Evening,12.545454545454545
Ballston,Van Dorn Street,Evening,6.5
Ballston,Van Ness-UDC,Evening,6.954545454545454
Ballston,Vienna,Evening,99.04545454545455
Ballston,Virginia Square-GMU,Evening,4.2727272727272725
Ballston,Waterfront,Evening,5.636363636363637
Ballston,West Falls Church,Evening,64.81818181818181
Ballston,West Hyattsville,Evening,4.318181818181818
Ballston,Wheaton,Evening,6.318181818181818
Ballston,White Flint,Evening,3.3181818181818183
Ballston,Woodley Park-Zoo,Evening,10.454545454545455
Benning Road,Addison Road,Evening,19.045454545454547
Benning Road,Anacostia,Evening,10.5
Benning Road,Archives-Navy Memorial,Evening,0.5
Benning Road,Ballston,Evening,1.0454545454545454
Benning Road,Benning Road,Evening,6.954545454545454
Benning Road,Bethesda,Evening,0.3181818181818182
Benning Road,Braddock Road,Evening,0.7272727272727273
Benning Road,Branch Avenue,Evening,2.272727272727273
Benning Road,Brookland,Evening,3.727272727272727
Benning Road,Capitol Heights,Evening,4.090909090909091
Benning Road,Capitol South,Evening,2.272727272727273
Benning Road,Cheverly,Evening,0.5454545454545454
Benning Road,Clarendon,Evening,0.18181818181818182
Benning Road,Cleveland Park,Evening,0.09090909090909091
Benning Road,College Park-U of MD,Evening,1.0
Benning Road,Columbia Heights,Evening,12.045454545454545
Benning Road,Congress Heights,Evening,2.909090909090909
Benning Road,Court House,Evening,1.0909090909090908
Benning Road,Crystal City,Evening,1.0909090909090908
Benning Road,Deanwood,Evening,1.3636363636363635
Benning Road,Dunn Loring,Evening,0.13636363636363635
Benning Road,Dupont Circle,Evening,2.8181818181818183
Benning Road,East Falls Church,Evening,0.3181818181818182
Benning Road,Eastern Market,Evening,6.2272727272727275
Benning Road,Eisenhower Avenue,Evening,0.045454545454545456
Benning Road,Farragut North,Evening,0.13636363636363635
Benning Road,Farragut West,Evening,2.6818181818181817
Benning Road,Federal Center SW,Evening,1.1818181818181819
Benning Road,Federal Triangle,Evening,2.1363636363636362
Benning Road,Foggy Bottom,Evening,6.181818181818182
Benning Road,Fort Totten,Evening,5.681818181818182
Benning Road,Franconia-Springfield,Evening,2.1818181818181817
Benning Road,Friendship Heights,Evening,0.7272727272727273
Benning Road,Gallery Place-Chinatown,Evening,5.545454545454546
Benning Road,Georgia Avenue-Petworth,Evening,7.636363636363637
Benning Road,Glenmont,Evening,1.1818181818181819
Benning Road,Greenbelt,Evening,0.8181818181818182
Benning Road,Grosvenor,Evening,0.22727272727272727
Benning Road,Huntington,Evening,2.272727272727273
Benning Road,Judiciary Square,Evening,0.18181818181818182
Benning Road,King Street,Evening,1.4090909090909092
Benning Road,Landover,Evening,1.7727272727272727
Benning Road,Largo Town Center,Evening,13.181818181818182
Benning Road,L'Enfant Plaza,Evening,0.8181818181818182
Benning Road,McPherson Square,Evening,2.9545454545454546
Benning Road,Medical Center,Evening,1.4090909090909092
Benning Road,Metro Center,Evening,4.2272727272727275
Benning Road,Minnesota Avenue,Evening,0.9090909090909091
Benning Road,Morgan Blvd.,Evening,2.4545454545454546
Benning Road,Mt. Vernon Square-UDC,Evening,3.909090909090909
Benning Road,Navy Yard,Evening,1.7727272727272727
Benning Road,Naylor Road,Evening,3.590909090909091
Benning Road,New Carrollton,Evening,2.9545454545454546
Benning Road,New York Ave,Evening,2.090909090909091
Benning Road,Pentagon,Evening,1.3181818181818181
Benning Road,Pentagon City,Evening,2.8636363636363638
Benning Road,Potomac Avenue,Evening,11.181818181818182
Benning Road,Prince George's Plaza,Evening,2.1818181818181817
Benning Road,Reagan Washington National Airport,Evening,0.22727272727272727
Benning Road,Rhode Island Avenue,Evening,8.0
Benning Road,Rockville,Evening,0.9545454545454546
Benning Road,Rosslyn,Evening,0.9545454545454546
Benning Road,Shady Grove,Evening,1.3636363636363635
Benning Road,Shaw-Howard University,Evening,4.0
Benning Road,Silver Spring,Evening,3.090909090909091
Benning Road,Smithsonian,Evening,0.45454545454545453
Benning Road,Southern Avenue,Evening,5.7727272727272725
Benning Road,Stadium-Armory,Evening,10.863636363636363
Benning Road,Suitland,Evening,4.636363636363637
Benning Road,Takoma,Evening,2.5
Benning Road,Tenleytown-AU,Evening,0.6363636363636364
Benning Road,Twinbrook,Evening,0.2727272727272727
Benning Road,U Street-Cardozo,Evening,5.5
Benning Road,Union Station,Evening,2.1363636363636362
Benning Road,Van Dorn Street,Evening,0.7727272727272727
Benning Road,Van Ness-UDC,Evening,1.4545454545454546
Benning Road,Vienna,Evening,0.8181818181818182
Benning Road,Waterfront,Evening,4.090909090909091
Benning Road,West Falls Church,Evening,0.22727272727272727
Benning Road,West Hyattsville,Evening,2.0454545454545454
Benning Road,Wheaton,Evening,1.7272727272727273
Benning Road,White Flint,Evening,0.4090909090909091
Benning Road,Woodley Park-Zoo,Evening,1.0454545454545454
Bethesda,Addison Road,Evening,6.545454545454546
Bethesda,Anacostia,Evening,5.636363636363637
Bethesda,Archives-Navy Memorial,Evening,0.5
Bethesda,Ballston,Evening,10.181818181818182
Bethesda,Benning Road,Evening,1.8181818181818181
Bethesda,Bethesda,Evening,8.045454545454545
Bethesda,Braddock Road,Evening,2.4545454545454546
Bethesda,Branch Avenue,Evening,5.681818181818182
Bethesda,Brookland,Evening,8.363636363636363
Bethesda,Capitol Heights,Evening,4.909090909090909
Bethesda,Capitol South,Evening,3.6818181818181817
Bethesda,Cheverly,Evening,0.8181818181818182
Bethesda,Clarendon,Evening,5.045454545454546
Bethesda,Cleveland Park,Evening,49.72727272727273
Bethesda,College Park-U of MD,Evening,7.318181818181818
Bethesda,Columbia Heights,Evening,13.681818181818182
Bethesda,Congress Heights,Evening,2.727272727272727
Bethesda,Court House,Evening,9.136363636363637
Bethesda,Crystal City,Evening,7.590909090909091
Bethesda,Deanwood,Evening,1.5454545454545454
Bethesda,Dunn Loring,Evening,2.9545454545454546
Bethesda,Dupont Circle,Evening,166.5909090909091
Bethesda,East Falls Church,Evening,3.0
Bethesda,Eastern Market,Evening,8.045454545454545
Bethesda,Eisenhower Avenue,Evening,1.3181818181818181
Bethesda,Farragut North,Evening,37.09090909090909
Bethesda,Farragut West,Evening,0.5454545454545454
Bethesda,Federal Center SW,Evening,0.45454545454545453
Bethesda,Federal Triangle,Evening,0.36363636363636365
Bethesda,Foggy Bottom,Evening,8.863636363636363
Bethesda,Forest Glen,Evening,1.9545454545454546
Bethesda,Fort Totten,Evening,11.863636363636363
Bethesda,Franconia-Springfield,Evening,5.090909090909091
Bethesda,Friendship Heights,Evening,78.86363636363636
Bethesda,Gallery Place-Chinatown,Evening,53.63636363636363
Bethesda,Georgia Avenue-Petworth,Evening,5.863636363636363
Bethesda,Glenmont,Evening,4.954545454545454
Bethesda,Greenbelt,Evening,6.909090909090909
Bethesda,Grosvenor,Evening,88.0
Bethesda,Huntington,Evening,6.636363636363637
Bethesda,Judiciary Square,Evening,5.7272727272727275
Bethesda,King Street,Evening,6.409090909090909
Bethesda,Landover,Evening,3.6818181818181817
Bethesda,Largo Town Center,Evening,6.090909090909091
Bethesda,L'Enfant Plaza,Evening,2.409090909090909
Bethesda,McPherson Square,Evening,1.4090909090909092
Bethesda,Medical Center,Evening,16.5
Bethesda,Metro Center,Evening,28.59090909090909
Bethesda,Minnesota Avenue,Evening,4.545454545454546
Bethesda,Morgan Blvd.,Evening,2.5454545454545454
Bethesda,Mt. Vernon Square-UDC,Evening,7.636363636363637
Bethesda,Navy Yard,Evening,7.7272727272727275
Bethesda,Naylor Road,Evening,2.5
Bethesda,New Carrollton,Evening,10.454545454545455
Bethesda,New York Ave,Evening,13.545454545454545
Bethesda,Pentagon,Evening,6.7727272727272725
Bethesda,Pentagon City,Evening,12.363636363636363
Bethesda,Potomac Avenue,Evening,7.681818181818182
Bethesda,Prince George's Plaza,Evening,5.318181818181818
Bethesda,Reagan Washington National Airport,Evening,2.3636363636363638
Bethesda,Rhode Island Avenue,Evening,12.454545454545455
Bethesda,Rockville,Evening,61.13636363636363
Bethesda,Rosslyn,Evening,10.909090909090908
Bethesda,Shady Grove,Evening,118.63636363636364
Bethesda,Shaw-Howard University,Evening,7.818181818181818
Bethesda,Silver Spring,Evening,4.818181818181818
Bethesda,Smithsonian,Evening,5.454545454545454
Bethesda,Southern Avenue,Evening,6.545454545454546
Bethesda,Stadium-Armory,Evening,3.6363636363636362
Bethesda,Suitland,Evening,6.318181818181818
Bethesda,Takoma,Evening,5.5
Bethesda,Tenleytown-AU,Evening,75.13636363636364
Bethesda,Twinbrook,Evening,105.45454545454545
Bethesda,U Street-Cardozo,Evening,14.409090909090908
Bethesda,Union Station,Evening,37.81818181818182
Bethesda,Van Dorn Street,Evening,3.1363636363636362
Bethesda,Van Ness-UDC,Evening,51.68181818181818
Bethesda,Vienna,Evening,6.7272727272727275
Bethesda,Virginia Square-GMU,Evening,3.5454545454545454
Bethesda,Waterfront,Evening,5.2727272727272725
Bethesda,West Falls Church,Evening,4.863636363636363
Bethesda,West Hyattsville,Evening,6.681818181818182
Bethesda,Wheaton,Evening,1.5454545454545454
Bethesda,White Flint,Evening,52.5
Bethesda,Woodley Park-Zoo,Evening,98.31818181818181
Braddock Road,Addison Road,Evening,1.4090909090909092
Braddock Road,Anacostia,Evening,2.8181818181818183
Braddock Road,Archives-Navy Memorial,Evening,3.6363636363636362
Braddock Road,Arlington Cemetery,Evening,0.09090909090909091
Braddock Road,Ballston,Evening,2.272727272727273
Braddock Road,Benning Road,Evening,2.1818181818181817
Braddock Road,Bethesda,Evening,1.1363636363636365
Braddock Road,Braddock Road,Evening,4.818181818181818
Braddock Road,Branch Avenue,Evening,1.5454545454545454
Braddock Road,Brookland,Evening,0.7727272727272727
Braddock Road,Capitol Heights,Evening,1.5
Braddock Road,Capitol South,Evening,2.4545454545454546
Braddock Road,Cheverly,Evening,0.6818181818181818
Braddock Road,Clarendon,Evening,3.3181818181818183
Braddock Road,Cleveland Park,Evening,1.2272727272727273
Braddock Road,College Park-U of MD,Evening,1.0454545454545454
Braddock Road,Columbia Heights,Evening,12.045454545454545
Braddock Road,Congress Heights,Evening,1.3636363636363635
Braddock Road,Court House,Evening,2.590909090909091
Braddock Road,Crystal City,Evening,8.681818181818182
Braddock Road,Deanwood,Evening,0.45454545454545453
Braddock Road,Dunn Loring,Evening,1.8181818181818181
Braddock Road,Dupont Circle,Evening,6.090909090909091
Braddock Road,East Falls Church,Evening,0.5909090909090909
Braddock Road,Eastern Market,Evening,2.772727272727273
Braddock Road,Eisenhower Avenue,Evening,3.5
Braddock Road,Farragut North,Evening,0.6363636363636364
Braddock Road,Farragut West,Evening,5.045454545454546
Braddock Road,Federal Center SW,Evening,0.13636363636363635
Braddock Road,Federal Triangle,Evening,0.8181818181818182
Braddock Road,Foggy Bottom,Evening,8.590909090909092
Braddock Road,Forest Glen,Evening,0.22727272727272727
Braddock Road,Fort Totten,Evening,3.0454545454545454
Braddock Road,Franconia-Springfield,Evening,13.727272727272727
Braddock Road,Friendship Heights,Evening,1.1363636363636365
Braddock Road,Gallery Place-Chinatown,Evening,10.090909090909092
Braddock Road,Georgia Avenue-Petworth,Evening,2.590909090909091
Braddock Road,Glenmont,Evening,3.1363636363636362
Braddock Road,Greenbelt,Evening,1.6818181818181819
Braddock Road,Grosvenor,Evening,0.6363636363636364
Braddock Road,Huntington,Evening,27.227272727272727
Braddock Road,Judiciary Square,Evening,0.13636363636363635
Braddock Road,King Street,Evening,9.363636363636363
Braddock Road,Landover,Evening,1.2727272727272727
Braddock Road,Largo Town Center,Evening,1.4545454545454546
Braddock Road,L'Enfant Plaza,Evening,2.0454545454545454
Braddock Road,McPherson Square,Evening,3.6363636363636362
Braddock Road,Medical Center,Evening,0.13636363636363635
Braddock Road,Metro Center,Evening,2.1363636363636362
Braddock Road,Minnesota Avenue,Evening,2.1363636363636362
Braddock Road,Morgan Blvd.,Evening,0.36363636363636365
Braddock Road,Mt. Vernon Square-UDC,Evening,3.1818181818181817
Braddock Road,Navy Yard,Evening,3.1363636363636362
Braddock Road,Naylor Road,Evening,1.5909090909090908
Braddock Road,New Carrollton,Evening,2.227272727272727
Braddock Road,New York Ave,Evening,2.0454545454545454
Braddock Road,Pentagon,Evening,2.1363636363636362
Braddock Road,Pentagon City,Evening,10.318181818181818
Braddock Road,Potomac Avenue,Evening,1.6818181818181819
Braddock Road,Prince George's Plaza,Evening,1.3636363636363635
Braddock Road,Reagan Washington National Airport,Evening,6.909090909090909
Braddock Road,Rhode Island Avenue,Evening,1.1363636363636365
Braddock Road,Rockville,Evening,0.4090909090909091
Braddock Road,Rosslyn,Evening,7.7272727272727275
Braddock Road,Shady Grove,Evening,0.9090909090909091
Braddock Road,Shaw-Howard University,Evening,3.227272727272727
Braddock Road,Silver Spring,Evening,2.6818181818181817
Braddock Road,Smithsonian,Evening,0.22727272727272727
Braddock Road,Southern Avenue,Evening,3.8181818181818183
Braddock Road,Stadium-Armory,Evening,2.090909090909091
Braddock Road,Suitland,Evening,2.6818181818181817
Braddock Road,Takoma,Evening,1.3636363636363635
Braddock Road,Tenleytown-AU,Evening,0.5909090909090909
Braddock Road,Twinbrook,Evening,1.2727272727272727
Braddock Road,U Street-Cardozo,Evening,11.0
Braddock Road,Union Station,Evening,5.045454545454546
Braddock Road,Van Dorn Street,Evening,10.409090909090908
Braddock Road,Van Ness-UDC,Evening,1.3636363636363635
Braddock Road,Vienna,Evening,2.409090909090909
Braddock Road,Virginia Square-GMU,Evening,1.3181818181818181
Braddock Road,Waterfront,Evening,1.3181818181818181
Braddock Road,West Falls Church,Evening,2.8636363636363638
Braddock Road,West Hyattsville,Evening,1.3181818181818181
Braddock Road,Wheaton,Evening,2.1363636363636362
Braddock Road,White Flint,Evening,0.045454545454545456
Braddock Road,Woodley Park-Zoo,Evening,2.3636363636363638
Branch Avenue,Addison Road,Evening,1.8181818181818181
Branch Avenue,Anacostia,Evening,12.181818181818182
Branch Avenue,Archives-Navy Memorial,Evening,2.272727272727273
Branch Avenue,Ballston,Evening,1.4090909090909092
Branch Avenue,Benning Road,Evening,2.772727272727273
Branch Avenue,Bethesda,Evening,2.1363636363636362
Branch Avenue,Braddock Road,Evening,0.5454545454545454
Branch Avenue,Branch Avenue,Evening,4.409090909090909
Branch Avenue,Brookland,Evening,2.6363636363636362
Branch Avenue,Capitol Heights,Evening,1.8181818181818181
Branch Avenue,Capitol South,Evening,0.9090909090909091
Branch Avenue,Cheverly,Evening,0.36363636363636365
Branch Avenue,Clarendon,Evening,0.2727272727272727
Branch Avenue,Cleveland Park,Evening,0.13636363636363635
Branch Avenue,College Park-U of MD,Evening,2.409090909090909
Branch Avenue,Columbia Heights,Evening,10.409090909090908
Branch Avenue,Congress Heights,Evening,4.090909090909091
Branch Avenue,Court House,Evening,0.09090909090909091
Branch Avenue,Crystal City,Evening,1.9545454545454546
Branch Avenue,Deanwood,Evening,1.1818181818181819
Branch Avenue,Dunn Loring,Evening,0.6363636363636364
Branch Avenue,Dupont Circle,Evening,2.772727272727273
Branch Avenue,East Falls Church,Evening,0.18181818181818182
Branch Avenue,Eastern Market,Evening,0.9545454545454546
Branch Avenue,Eisenhower Avenue,Evening,0.5454545454545454
Branch Avenue,Farragut North,Evening,0.6363636363636364
Branch Avenue,Farragut West,Evening,1.2727272727272727
Branch Avenue,Federal Center SW,Evening,0.045454545454545456
Branch Avenue,Federal Triangle,Evening,2.0
Branch Avenue,Foggy Bottom,Evening,3.1818181818181817
Branch Avenue,Forest Glen,Evening,0.2727272727272727
Branch Avenue,Fort Totten,Evening,6.318181818181818
Branch Avenue,Franconia-Springfield,Evening,1.4090909090909092
Branch Avenue,Friendship Heights,Evening,0.8636363636363636
Branch Avenue,Gallery Place-Chinatown,Evening,15.681818181818182
Branch Avenue,Georgia Avenue-Petworth,Evening,5.2272727272727275
Branch Avenue,Glenmont,Evening,1.9090909090909092
Branch Avenue,Greenbelt,Evening,3.727272727272727
Branch Avenue,Grosvenor,Evening,0.4090909090909091
Branch Avenue,Huntington,Evening,1.4545454545454546
Branch Avenue,Judiciary Square,Evening,0.045454545454545456
Branch Avenue,King Street,Evening,1.0909090909090908
Branch Avenue,Landover,Evening,1.3636363636363635
Branch Avenue,Largo Town Center,Evening,3.6363636363636362
Branch Avenue,L'Enfant Plaza,Evening,2.272727272727273
Branch Avenue,McPherson Square,Evening,1.5454545454545454
Branch Avenue,Medical Center,Evening,0.6818181818181818
Branch Avenue,Metro Center,Evening,1.4090909090909092
Branch Avenue,Minnesota Avenue,Evening,2.5454545454545454
Branch Avenue,Morgan Blvd.,Evening,1.3636363636363635
Branch Avenue,Mt. Vernon Square-UDC,Evening,3.6818181818181817
Branch Avenue,Navy Yard,Evening,5.590909090909091
Branch Avenue,Naylor Road,Evening,13.363636363636363
Branch Avenue,New Carrollton,Evening,3.6818181818181817
Branch Avenue,New York Ave,Evening,1.3636363636363635
Branch Avenue,Pentagon,Evening,3.1818181818181817
Branch Avenue,Pentagon City,Evening,2.3636363636363638
Branch Avenue,Potomac Avenue,Evening,0.9545454545454546
Branch Avenue,Prince George's Plaza,Evening,6.7727272727272725
Branch Avenue,Reagan Washington National Airport,Evening,0.8181818181818182
Branch Avenue,Rhode Island Avenue,Evening,4.045454545454546
Branch Avenue,Rockville,Evening,2.1818181818181817
Branch Avenue,Rosslyn,Evening,0.36363636363636365
Branch Avenue,Shady Grove,Evening,4.681818181818182
Branch Avenue,Shaw-Howard University,Evening,5.909090909090909
Branch Avenue,Silver Spring,Evening,5.181818181818182
Branch Avenue,Smithsonian,Evening,0.9090909090909091
Branch Avenue,Southern Avenue,Evening,10.590909090909092
Branch Avenue,Stadium-Armory,Evening,1.4545454545454546
Branch Avenue,Suitland,Evening,17.636363636363637
Branch Avenue,Takoma,Evening,1.8181818181818181
Branch Avenue,Tenleytown-AU,Evening,0.18181818181818182
Branch Avenue,Twinbrook,Evening,1.2272727272727273
Branch Avenue,U Street-Cardozo,Evening,6.636363636363637
Branch Avenue,Union Station,Evening,4.863636363636363
Branch Avenue,Van Dorn Street,Evening,0.8181818181818182
Branch Avenue,Van Ness-UDC,Evening,0.4090909090909091
Branch Avenue,Vienna,Evening,1.5454545454545454
Branch Avenue,Virginia Square-GMU,Evening,0.5
Branch Avenue,Waterfront,Evening,1.3636363636363635
Branch Avenue,West Falls Church,Evening,0.5
Branch Avenue,West Hyattsville,Evening,3.409090909090909
Branch Avenue,Wheaton,Evening,2.090909090909091
Branch Avenue,White Flint,Evening,0.4090909090909091
Branch Avenue,Woodley Park-Zoo,Evening,1.5454545454545454
Brookland,Addison Road,Evening,6.136363636363637
Brookland,Anacostia,Evening,17.863636363636363
Brookland,Archives-Navy Memorial,Evening,1.8636363636363635
Brookland,Arlington Cemetery,Evening,0.13636363636363635
Brookland,Ballston,Evening,3.9545454545454546
Brookland,Benning Road,Evening,8.454545454545455
Brookland,Bethesda,Evening,4.090909090909091
Brookland,Braddock Road,Evening,1.9545454545454546
Brookland,Branch Avenue,Evening,3.909090909090909
Brookland,Brookland,Evening,5.909090909090909
Brookland,Capitol Heights,Evening,2.727272727272727
Brookland,Capitol South,Evening,1.0
