ent_station,ext_station,ent_time_period,riders_average_weekday
Farragut North,Medical Center,Midday,38.0
Farragut North,Metro Center,Midday,324.45454545454544
Farragut North,Minnesota Avenue,Midday,3.590909090909091
Farragut North,Morgan Blvd.,Midday,1.0454545454545454
Farragut North,Mt. Vernon Square-UDC,Midday,17.318181818181817
Farragut North,Navy Yard,Midday,25.181818181818183
Farragut North,Naylor Road,Midday,7.363636363636363
Farragut North,New Carrollton,Midday,8.681818181818182
Farragut North,New York Ave,Midday,98.31818181818181
Farragut North,Pentagon,Midday,7.318181818181818
Farragut North,Pentagon City,Midday,20.181818181818183
Farragut North,Potomac Avenue,Midday,5.0
Farragut North,Prince George's Plaza,Midday,27.136363636363637
Farragut North,Reagan Washington National Airport,Midday,15.909090909090908
Farragut North,Rhode Island Avenue,Midday,51.45454545454545
Farragut North,Rockville,Midday,50.95454545454545
Farragut North,Rosslyn,Midday,6.0
Farragut North,Shady Grove,Midday,197.1818181818182
Farragut North,Shaw-Howard University,Midday,23.136363636363637
Farragut North,Silver Spring,Midday,131.0
Farragut North,Smithsonian,Midday,37.72727272727273
Farragut North,Southern Avenue,Midday,15.136363636363637
Farragut North,Stadium-Armory,Midday,3.4545454545454546
Farragut North,Suitland,Midday,18.454545454545453
Farragut North,Takoma,Midday,71.45454545454545
Farragut North,Tenleytown-AU,Midday,133.54545454545453
Farragut North,Twinbrook,Midday,47.36363636363637
Farragut North,U Street-Cardozo,Midday,22.545454545454547
Farragut North,Union Station,Midday,599.1818181818181
Farragut North,Van Dorn Street,Midday,1.5909090909090908
Farragut North,Van Ness-UDC,Midday,132.0909090909091
Farragut North,Vienna,Midday,4.909090909090909
Farragut North,Virginia Square-GMU,Midday,2.3181818181818183
Farragut North,Waterfront,Midday,25.818181818181817
Farragut North,West Falls Church,Midday,3.909090909090909
Farragut North,West Hyattsville,Midday,25.181818181818183
Farragut North,Wheaton,Midday,40.27272727272727
Farragut North,White Flint,Midday,50.22727272727273
Farragut North,Woodley Park-Zoo,Midday,128.1818181818182
Farragut West,Addison Road,Midday,27.272727272727273
Farragut West,Anacostia,Midday,35.36363636363637
Farragut West,Archives-Navy Memorial,Midday,11.636363636363637
Farragut West,Arlington Cemetery,Midday,21.954545454545453
Farragut West,Ballston,Midday,156.9090909090909
Farragut West,Benning Road,Midday,24.09090909090909
Farragut West,Bethesda,Midday,4.545454545454546
Farragut West,Braddock Road,Midday,36.40909090909091
Farragut West,Branch Avenue,Midday,22.954545454545453
Farragut West,Brookland,Midday,6.409090909090909
Farragut West,Capitol Heights,Midday,17.045454545454547
Farragut West,Capitol South,Midday,155.95454545454547
Farragut West,Cheverly,Midday,13.136363636363637
Farragut West,Clarendon,Midday,64.72727272727273
Farragut West,Cleveland Park,Midday,1.2727272727272727
Farragut West,College Park-U of MD,Midday,7.2272727272727275
Farragut West,Columbia Heights,Midday,14.363636363636363
Farragut West,Congress Heights,Midday,11.136363636363637
Farragut West,Court House,Midday,99.22727272727273
Farragut West,Crystal City,Midday,91.95454545454545
Farragut West,Deanwood,Midday,13.136363636363637
Farragut West,Dunn Loring,Midday,54.22727272727273
Farragut West,Dupont Circle,Midday,6.818181818181818
Farragut West,East Falls Church,Midday,53.18181818181818
Farragut West,Eastern Market,Midday,87.36363636363636
Farragut West,Eisenhower Avenue,Midday,5.2727272727272725
Farragut West,Farragut North,Midday,0.9090909090909091
Farragut West,Farragut West,Midday,35.40909090909091
Farragut West,Federal Center SW,Midday,88.04545454545455
Farragut West,Federal Triangle,Midday,98.27272727272727
Farragut West,Foggy Bottom,Midday,70.31818181818181
Farragut West,Forest Glen,Midday,2.3181818181818183
Farragut West,Fort Totten,Midday,6.090909090909091
Farragut West,Franconia-Springfield,Midday,81.86363636363636
Farragut West,Friendship Heights,Midday,5.409090909090909
Farragut West,Gallery Place-Chinatown,Midday,29.727272727272727
Farragut West,Georgia Avenue-Petworth,Midday,8.363636363636363
Farragut West,Glenmont,Midday,5.181818181818182
Farragut West,Greenbelt,Midday,16.818181818181817
Farragut West,Grosvenor,Midday,2.1363636363636362
Farragut West,Huntington,Midday,36.04545454545455
Farragut West,Judiciary Square,Midday,13.363636363636363
Farragut West,King Street,Midday,68.9090909090909
Farragut West,Landover,Midday,19.454545454545453
Farragut West,Largo Town Center,Midday,39.0
Farragut West,L'Enfant Plaza,Midday,160.72727272727272
Farragut West,McPherson Square,Midday,65.77272727272727
Farragut West,Medical Center,Midday,1.1818181818181819
Farragut West,Metro Center,Midday,175.6818181818182
Farragut West,Minnesota Avenue,Midday,23.363636363636363
Farragut West,Morgan Blvd.,Midday,14.409090909090908
Farragut West,Mt. Vernon Square-UDC,Midday,4.7727272727272725
Farragut West,Navy Yard,Midday,25.636363636363637
Farragut West,Naylor Road,Midday,11.954545454545455
Farragut West,New Carrollton,Midday,92.22727272727273
Farragut West,New York Ave,Midday,9.818181818181818
Farragut West,Pentagon,Midday,104.54545454545455
Farragut West,Pentagon City,Midday,169.8181818181818
Farragut West,Potomac Avenue,Midday,35.40909090909091
Farragut West,Prince George's Plaza,Midday,8.045454545454545
Farragut West,Reagan Washington National Airport,Midday,84.04545454545455
Farragut West,Rhode Island Avenue,Midday,8.818181818181818
Farragut West,Rockville,Midday,2.0454545454545454
Farragut West,Rosslyn,Midday,208.4090909090909
Farragut West,Shady Grove,Midday,11.0
Farragut West,Shaw-Howard University,Midday,6.409090909090909
Farragut West,Silver Spring,Midday,10.681818181818182
Farragut West,Smithsonian,Midday,166.0
Farragut West,Southern Avenue,Midday,20.318181818181817
Farragut West,Stadium-Armory,Midday,19.045454545454547
Farragut West,Suitland,Midday,22.90909090909091
Farragut West,Takoma,Midday,4.0
Farragut West,Tenleytown-AU,Midday,3.772727272727273
Farragut West,Twinbrook,Midday,2.0
Farragut West,U Street-Cardozo,Midday,8.227272727272727
Farragut West,Union Station,Midday,46.04545454545455
Farragut West,Van Dorn Street,Midday,25.545454545454547
Farragut West,Van Ness-UDC,Midday,3.0
Farragut West,Vienna,Midday,144.63636363636363
Farragut West,Virginia Square-GMU,Midday,48.77272727272727
Farragut West,Waterfront,Midday,21.272727272727273
Farragut West,West Falls Church,Midday,110.54545454545455
Farragut West,West Hyattsville,Midday,8.090909090909092
Farragut West,Wheaton,Midday,4.363636363636363
Farragut West,White Flint,Midday,1.5
Farragut West,Woodley Park-Zoo,Midday,6.863636363636363
Federal Center SW,Addison Road,Midday,5.2727272727272725
Federal Center SW,Anacostia,Midday,3.727272727272727
Federal Center SW,Archives-Navy Memorial,Midday,9.136363636363637
Federal Center SW,Arlington Cemetery,Midday,8.318181818181818
Federal Center SW,Ballston,Midday,16.545454545454547
Federal Center SW,Benning Road,Midday,7.363636363636363
Federal Center SW,Bethesda,Midday,10.363636363636363
Federal Center SW,Braddock Road,Midday,3.1818181818181817
Federal Center SW,Branch Avenue,Midday,9.681818181818182
Federal Center SW,Brookland,Midday,4.181818181818182
Federal Center SW,Capitol Heights,Midday,8.272727272727273
Federal Center SW,Capitol South,Midday,33.09090909090909
Federal Center SW,Cheverly,Midday,7.863636363636363
Federal Center SW,Clarendon,Midday,6.090909090909091
Federal Center SW,Cleveland Park,Midday,3.1818181818181817
Federal Center SW,College Park-U of MD,Midday,3.772727272727273
Federal Center SW,Columbia Heights,Midday,8.772727272727273
Federal Center SW,Congress Heights,Midday,0.9545454545454546
Federal Center SW,Court House,Midday,8.681818181818182
Federal Center SW,Crystal City,Midday,11.545454545454545
Federal Center SW,Deanwood,Midday,4.954545454545454
Federal Center SW,Dunn Loring,Midday,9.727272727272727
Federal Center SW,Dupont Circle,Midday,23.136363636363637
Federal Center SW,East Falls Church,Midday,9.045454545454545
Federal Center SW,Eastern Market,Midday,44.72727272727273
Federal Center SW,Eisenhower Avenue,Midday,1.2727272727272727
Federal Center SW,Farragut North,Midday,9.954545454545455
Federal Center SW,Farragut West,Midday,94.5
Federal Center SW,Federal Center SW,Midday,10.954545454545455
Federal Center SW,Federal Triangle,Midday,36.59090909090909
Federal Center SW,Foggy Bottom,Midday,60.86363636363637
Federal Center SW,Forest Glen,Midday,2.090909090909091
Federal Center SW,Fort Totten,Midday,6.454545454545454
Federal Center SW,Franconia-Springfield,Midday,11.5
Federal Center SW,Friendship Heights,Midday,9.909090909090908
Federal Center SW,Gallery Place-Chinatown,Midday,26.59090909090909
Federal Center SW,Georgia Avenue-Petworth,Midday,4.909090909090909
Federal Center SW,Glenmont,Midday,8.227272727272727
Federal Center SW,Greenbelt,Midday,6.7727272727272725
Federal Center SW,Grosvenor,Midday,6.818181818181818
Federal Center SW,Huntington,Midday,6.818181818181818
Federal Center SW,Judiciary Square,Midday,4.454545454545454
Federal Center SW,King Street,Midday,7.2272727272727275
Federal Center SW,Landover,Midday,9.909090909090908
Federal Center SW,Largo Town Center,Midday,17.227272727272727
Federal Center SW,L'Enfant Plaza,Midday,21.181818181818183
Federal Center SW,McPherson Square,Midday,59.18181818181818
Federal Center SW,Medical Center,Midday,4.2272727272727275
Federal Center SW,Metro Center,Midday,76.68181818181819
Federal Center SW,Minnesota Avenue,Midday,5.590909090909091
Federal Center SW,Morgan Blvd.,Midday,5.7727272727272725
Federal Center SW,Mt. Vernon Square-UDC,Midday,5.636363636363637
Federal Center SW,Navy Yard,Midday,4.863636363636363
Federal Center SW,Naylor Road,Midday,1.8181818181818181
Federal Center SW,New Carrollton,Midday,53.63636363636363
Federal Center SW,New York Ave,Midday,5.0
Federal Center SW,Pentagon,Midday,12.045454545454545
Federal Center SW,Pentagon City,Midday,20.818181818181817
Federal Center SW,Potomac Avenue,Midday,10.727272727272727
Federal Center SW,Prince George's Plaza,Midday,2.0454545454545454
Federal Center SW,Reagan Washington National Airport,Midday,13.090909090909092
Federal Center SW,Rhode Island Avenue,Midday,2.772727272727273
Federal Center SW,Rockville,Midday,5.545454545454546
Federal Center SW,Rosslyn,Midday,25.90909090909091
Federal Center SW,Shady Grove,Midday,25.136363636363637
Federal Center SW,Shaw-Howard University,Midday,4.318181818181818
Federal Center SW,Silver Spring,Midday,7.136363636363637
Federal Center SW,Smithsonian,Midday,39.18181818181818
Federal Center SW,Southern Avenue,Midday,4.2272727272727275
Federal Center SW,Stadium-Armory,Midday,16.90909090909091
Federal Center SW,Suitland,Midday,4.545454545454546
Federal Center SW,Takoma,Midday,3.409090909090909
Federal Center SW,Tenleytown-AU,Midday,4.909090909090909
Federal Center SW,Twinbrook,Midday,8.681818181818182
Federal Center SW,U Street-Cardozo,Midday,5.5
Federal Center SW,Union Station,Midday,29.5
Federal Center SW,Van Dorn Street,Midday,4.2272727272727275
Federal Center SW,Van Ness-UDC,Midday,5.0
Federal Center SW,Vienna,Midday,34.95454545454545
Federal Center SW,Virginia Square-GMU,Midday,5.2272727272727275
Federal Center SW,Waterfront,Midday,2.409090909090909
Federal Center SW,West Falls Church,Midday,28.454545454545453
Federal Center SW,West Hyattsville,Midday,1.3636363636363635
Federal Center SW,Wheaton,Midday,2.727272727272727
Federal Center SW,White Flint,Midday,3.1818181818181817
Federal Center SW,Woodley Park-Zoo,Midday,8.454545454545455
Federal Triangle,Addison Road,Midday,13.272727272727273
Federal Triangle,Anacostia,Midday,7.818181818181818
Federal Triangle,Archives-Navy Memorial,Midday,2.227272727272727
Federal Triangle,Arlington Cemetery,Midday,32.31818181818182
Federal Triangle,Ballston,Midday,38.18181818181818
Federal Triangle,Benning Road,Midday,10.045454545454545
Federal Triangle,Bethesda,Midday,11.727272727272727
Federal Triangle,Braddock Road,Midday,8.863636363636363
Federal Triangle,Branch Avenue,Midday,23.045454545454547
Federal Triangle,Brookland,Midday,6.363636363636363
Federal Triangle,Capitol Heights,Midday,9.181818181818182
Federal Triangle,Capitol South,Midday,59.72727272727273
Federal Triangle,Cheverly,Midday,7.909090909090909
Federal Triangle,Clarendon,Midday,15.818181818181818
Federal Triangle,Cleveland Park,Midday,7.863636363636363
Federal Triangle,College Park-U of MD,Midday,7.409090909090909
Federal Triangle,Columbia Heights,Midday,5.7272727272727275
Federal Triangle,Congress Heights,Midday,3.090909090909091
Federal Triangle,Court House,Midday,20.727272727272727
Federal Triangle,Crystal City,Midday,32.36363636363637
Federal Triangle,Deanwood,Midday,5.5
Federal Triangle,Dunn Loring,Midday,21.181818181818183
Federal Triangle,Dupont Circle,Midday,26.40909090909091
Federal Triangle,East Falls Church,Midday,16.772727272727273
Federal Triangle,Eastern Market,Midday,26.727272727272727
Federal Triangle,Eisenhower Avenue,Midday,3.4545454545454546
Federal Triangle,Farragut North,Midday,8.454545454545455
Federal Triangle,Farragut West,Midday,93.4090909090909
Federal Triangle,Federal Center SW,Midday,37.63636363636363
Federal Triangle,Federal Triangle,Midday,14.181818181818182
Federal Triangle,Foggy Bottom,Midday,93.22727272727273
Federal Triangle,Forest Glen,Midday,1.7727272727272727
Federal Triangle,Fort Totten,Midday,7.863636363636363
Federal Triangle,Franconia-Springfield,Midday,41.31818181818182
Federal Triangle,Friendship Heights,Midday,9.954545454545455
Federal Triangle,Gallery Place-Chinatown,Midday,22.545454545454547
Federal Triangle,Georgia Avenue-Petworth,Midday,3.0454545454545454
Federal Triangle,Glenmont,Midday,6.954545454545454
Federal Triangle,Greenbelt,Midday,12.0
Federal Triangle,Grosvenor,Midday,8.318181818181818
Federal Triangle,Huntington,Midday,17.318181818181817
Federal Triangle,Judiciary Square,Midday,9.818181818181818
Federal Triangle,King Street,Midday,19.318181818181817
Federal Triangle,Landover,Midday,10.590909090909092
Federal Triangle,Largo Town Center,Midday,31.136363636363637
Federal Triangle,L'Enfant Plaza,Midday,60.54545454545455
Federal Triangle,McPherson Square,Midday,46.90909090909091
Federal Triangle,Medical Center,Midday,3.5454545454545454
Federal Triangle,Metro Center,Midday,21.681818181818183
Federal Triangle,Minnesota Avenue,Midday,6.181818181818182
Federal Triangle,Morgan Blvd.,Midday,8.590909090909092
Federal Triangle,Mt. Vernon Square-UDC,Midday,3.0454545454545454
Federal Triangle,Navy Yard,Midday,11.681818181818182
Federal Triangle,Naylor Road,Midday,3.8636363636363638
Federal Triangle,New Carrollton,Midday,60.77272727272727
Federal Triangle,New York Ave,Midday,6.7272727272727275
Federal Triangle,Pentagon,Midday,28.90909090909091
Federal Triangle,Pentagon City,Midday,46.13636363636363
Federal Triangle,Potomac Avenue,Midday,8.636363636363637
Federal Triangle,Prince George's Plaza,Midday,4.454545454545454
Federal Triangle,Reagan Washington National Airport,Midday,21.59090909090909
Federal Triangle,Rhode Island Avenue,Midday,4.2272727272727275
Federal Triangle,Rockville,Midday,2.8181818181818183
Federal Triangle,Rosslyn,Midday,63.18181818181818
Federal Triangle,Shady Grove,Midday,24.09090909090909
Federal Triangle,Shaw-Howard University,Midday,5.181818181818182
Federal Triangle,Silver Spring,Midday,15.818181818181818
Federal Triangle,Smithsonian,Midday,42.90909090909091
Federal Triangle,Southern Avenue,Midday,10.227272727272727
Federal Triangle,Stadium-Armory,Midday,12.227272727272727
Federal Triangle,Suitland,Midday,14.136363636363637
Federal Triangle,Takoma,Midday,3.8181818181818183
Federal Triangle,Tenleytown-AU,Midday,8.636363636363637
Federal Triangle,Twinbrook,Midday,4.454545454545454
Federal Triangle,U Street-Cardozo,Midday,4.181818181818182
Federal Triangle,Union Station,Midday,63.63636363636363
Federal Triangle,Van Dorn Street,Midday,9.0
Federal Triangle,Van Ness-UDC,Midday,6.7727272727272725
Federal Triangle,Vienna,Midday,78.0909090909091
Federal Triangle,Virginia Square-GMU,Midday,12.136363636363637
Federal Triangle,Waterfront,Midday,10.636363636363637
Federal Triangle,West Falls Church,Midday,42.77272727272727
Federal Triangle,West Hyattsville,Midday,6.318181818181818
Federal Triangle,Wheaton,Midday,5.2272727272727275
Federal Triangle,White Flint,Midday,2.590909090909091
Federal Triangle,Woodley Park-Zoo,Midday,21.954545454545453
Foggy Bottom,Addison Road,Midday,20.363636363636363
Foggy Bottom,Anacostia,Midday,38.09090909090909
Foggy Bottom,Archives-Navy Memorial,Midday,20.863636363636363
Foggy Bottom,Arlington Cemetery,Midday,39.81818181818182
Foggy Bottom,Ballston,Midday,132.1818181818182
Foggy Bottom,Benning Road,Midday,30.681818181818183
Foggy Bottom,Bethesda,Midday,25.136363636363637
Foggy Bottom,Braddock Road,Midday,32.81818181818182
Foggy Bottom,Branch Avenue,Midday,21.545454545454547
Foggy Bottom,Brookland,Midday,35.40909090909091
Foggy Bottom,Capitol Heights,Midday,16.045454545454547
Foggy Bottom,Capitol South,Midday,118.0909090909091
Foggy Bottom,Cheverly,Midday,8.227272727272727
Foggy Bottom,Clarendon,Midday,58.22727272727273
Foggy Bottom,Cleveland Park,Midday,13.818181818181818
Foggy Bottom,College Park-U of MD,Midday,21.181818181818183
Foggy Bottom,Columbia Heights,Midday,63.45454545454545
Foggy Bottom,Congress Heights,Midday,13.772727272727273
Foggy Bottom,Court House,Midday,84.4090909090909
Foggy Bottom,Crystal City,Midday,93.86363636363636
Foggy Bottom,Deanwood,Midday,10.681818181818182
Foggy Bottom,Dunn Loring,Midday,50.40909090909091
Foggy Bottom,Dupont Circle,Midday,33.72727272727273
Foggy Bottom,East Falls Church,Midday,44.22727272727273
Foggy Bottom,Eastern Market,Midday,77.4090909090909
Foggy Bottom,Eisenhower Avenue,Midday,4.2727272727272725
Foggy Bottom,Farragut North,Midday,5.090909090909091
Foggy Bottom,Farragut West,Midday,92.81818181818181
Foggy Bottom,Federal Center SW,Midday,63.45454545454545
Foggy Bottom,Federal Triangle,Midday,135.8181818181818
Foggy Bottom,Foggy Bottom,Midday,42.40909090909091
Foggy Bottom,Forest Glen,Midday,8.681818181818182
Foggy Bottom,Fort Totten,Midday,25.0
Foggy Bottom,Franconia-Springfield,Midday,55.95454545454545
Foggy Bottom,Friendship Heights,Midday,36.0
Foggy Bottom,Gallery Place-Chinatown,Midday,88.5
Foggy Bottom,Georgia Avenue-Petworth,Midday,20.727272727272727
Foggy Bottom,Glenmont,Midday,16.318181818181817
Foggy Bottom,Greenbelt,Midday,22.136363636363637
Foggy Bottom,Grosvenor,Midday,10.863636363636363
Foggy Bottom,Huntington,Midday,33.36363636363637
Foggy Bottom,Judiciary Square,Midday,46.90909090909091
Foggy Bottom,King Street,Midday,86.27272727272727
Foggy Bottom,Landover,Midday,8.818181818181818
Foggy Bottom,Largo Town Center,Midday,21.681818181818183
Foggy Bottom,L'Enfant Plaza,Midday,101.95454545454545
Foggy Bottom,McPherson Square,Midday,158.1818181818182
Foggy Bottom,Medical Center,Midday,12.0
Foggy Bottom,Metro Center,Midday,257.6818181818182
Foggy Bottom,Minnesota Avenue,Midday,24.272727272727273
Foggy Bottom,Morgan Blvd.,Midday,7.590909090909091
Foggy Bottom,Mt. Vernon Square-UDC,Midday,13.272727272727273
Foggy Bottom,Navy Yard,Midday,28.727272727272727
Foggy Bottom,Naylor Road,Midday,9.909090909090908
Foggy Bottom,New Carrollton,Midday,54.45454545454545
Foggy Bottom,New York Ave,Midday,24.90909090909091
Foggy Bottom,Pentagon,Midday,79.4090909090909
Foggy Bottom,Pentagon City,Midday,241.95454545454547
Foggy Bottom,Potomac Avenue,Midday,26.545454545454547
Foggy Bottom,Prince George's Plaza,Midday,14.818181818181818
Foggy Bottom,Reagan Washington National Airport,Midday,101.22727272727273
Foggy Bottom,Rhode Island Avenue,Midday,23.045454545454547
Foggy Bottom,Rockville,Midday,9.681818181818182
Foggy Bottom,Rosslyn,Midday,185.72727272727272
Foggy Bottom,Shady Grove,Midday,32.09090909090909
Foggy Bottom,Shaw-Howard University,Midday,20.045454545454547
Foggy Bottom,Silver Spring,Midday,38.77272727272727
Foggy Bottom,Smithsonian,Midday,230.54545454545453
Foggy Bottom,Southern Avenue,Midday,19.318181818181817
Foggy Bottom,Stadium-Armory,Midday,17.818181818181817
Foggy Bottom,Suitland,Midday,16.227272727272727
Foggy Bottom,Takoma,Midday,23.318181818181817
Foggy Bottom,Tenleytown-AU,Midday,22.818181818181817
Foggy Bottom,Twinbrook,Midday,9.636363636363637
Foggy Bottom,U Street-Cardozo,Midday,21.5
Foggy Bottom,Union Station,Midday,161.72727272727272
Foggy Bottom,Van Dorn Street,Midday,24.545454545454547
Foggy Bottom,Van Ness-UDC,Midday,22.40909090909091
Foggy Bottom,Vienna,Midday,113.45454545454545
Foggy Bottom,Virginia Square-GMU,Midday,48.04545454545455
Foggy Bottom,Waterfront,Midday,27.772727272727273
Foggy Bottom,West Falls Church,Midday,83.27272727272727
Foggy Bottom,West Hyattsville,Midday,11.772727272727273
Foggy Bottom,Wheaton,Midday,11.090909090909092
Foggy Bottom,White Flint,Midday,11.181818181818182
Foggy Bottom,Woodley Park-Zoo,Midday,39.0
Forest Glen,Addison Road,Midday,0.5454545454545454
Forest Glen,Anacostia,Midday,0.9545454545454546
Forest Glen,Archives-Navy Memorial,Midday,2.590909090909091
Forest Glen,Arlington Cemetery,Midday,0.8636363636363636
Forest Glen,Ballston,Midday,2.0
Forest Glen,Benning Road,Midday,0.4090909090909091
Forest Glen,Bethesda,Midday,1.6818181818181819
Forest Glen,Braddock Road,Midday,0.2727272727272727
Forest Glen,Branch Avenue,Midday,0.4090909090909091
Forest Glen,Brookland,Midday,8.818181818181818
Forest Glen,Capitol Heights,Midday,0.22727272727272727
Forest Glen,Capitol South,Midday,3.090909090909091
Forest Glen,Cheverly,Midday,0.09090909090909091
Forest Glen,Clarendon,Midday,0.22727272727272727
Forest Glen,Cleveland Park,Midday,2.9545454545454546
Forest Glen,College Park-U of MD,Midday,3.5
Forest Glen,Columbia Heights,Midday,8.227272727272727
Forest Glen,Congress Heights,Midday,0.18181818181818182
Forest Glen,Court House,Midday,0.5
Forest Glen,Crystal City,Midday,1.4090909090909092
Forest Glen,Deanwood,Midday,0.2727272727272727
Forest Glen,Dunn Loring,Midday,0.5909090909090909
Forest Glen,Dupont Circle,Midday,20.5
Forest Glen,East Falls Church,Midday,0.36363636363636365
Forest Glen,Eastern Market,Midday,2.272727272727273
Forest Glen,Eisenhower Avenue,Midday,0.22727272727272727
Forest Glen,Farragut North,Midday,43.31818181818182
Forest Glen,Farragut West,Midday,2.1363636363636362
Forest Glen,Federal Center SW,Midday,2.0
Forest Glen,Federal Triangle,Midday,2.5454545454545454
Forest Glen,Foggy Bottom,Midday,9.954545454545455
Forest Glen,Forest Glen,Midday,1.9090909090909092
Forest Glen,Fort Totten,Midday,4.681818181818182
Forest Glen,Franconia-Springfield,Midday,0.5
Forest Glen,Friendship Heights,Midday,3.8636363636363638
Forest Glen,Gallery Place-Chinatown,Midday,27.09090909090909
Forest Glen,Georgia Avenue-Petworth,Midday,2.3636363636363638
Forest Glen,Glenmont,Midday,6.454545454545454
Forest Glen,Greenbelt,Midday,2.409090909090909
Forest Glen,Grosvenor,Midday,0.045454545454545456
Forest Glen,Huntington,Midday,0.4090909090909091
Forest Glen,Judiciary Square,Midday,15.363636363636363
Forest Glen,King Street,Midday,2.3181818181818183
Forest Glen,Landover,Midday,0.18181818181818182
Forest Glen,Largo Town Center,Midday,0.5454545454545454
Forest Glen,L'Enfant Plaza,Midday,6.2272727272727275
Forest Glen,McPherson Square,Midday,6.090909090909091
Forest Glen,Medical Center,Midday,0.4090909090909091
Forest Glen,Metro Center,Midday,32.5
Forest Glen,Minnesota Avenue,Midday,1.3181818181818181
Forest Glen,Morgan Blvd.,Midday,0.45454545454545453
Forest Glen,Mt. Vernon Square-UDC,Midday,2.0
Forest Glen,Navy Yard,Midday,3.6363636363636362
Forest Glen,Naylor Road,Midday,0.5909090909090909
Forest Glen,New Carrollton,Midday,0.8181818181818182
Forest Glen,New York Ave,Midday,5.636363636363637
Forest Glen,Pentagon,Midday,1.0
Forest Glen,Pentagon City,Midday,2.909090909090909
Forest Glen,Potomac Avenue,Midday,0.4090909090909091
Forest Glen,Prince George's Plaza,Midday,1.7727272727272727
Forest Glen,Reagan Washington National Airport,Midday,5.045454545454546
Forest Glen,Rhode Island Avenue,Midday,2.5454545454545454
Forest Glen,Rockville,Midday,0.6818181818181818
Forest Glen,Rosslyn,Midday,2.409090909090909
Forest Glen,Shady Grove,Midday,1.0909090909090908
Forest Glen,Shaw-Howard University,Midday,2.590909090909091
Forest Glen,Silver Spring,Midday,22.363636363636363
Forest Glen,Smithsonian,Midday,10.181818181818182
Forest Glen,Southern Avenue,Midday,0.6363636363636364
Forest Glen,Stadium-Armory,Midday,1.0454545454545454
Forest Glen,Suitland,Midday,0.9545454545454546
Forest Glen,Takoma,Midday,5.409090909090909
Forest Glen,Tenleytown-AU,Midday,2.227272727272727
Forest Glen,Twinbrook,Midday,0.5454545454545454
Forest Glen,U Street-Cardozo,Midday,5.863636363636363
Forest Glen,Union Station,Midday,36.27272727272727
Forest Glen,Van Dorn Street,Midday,0.2727272727272727
Forest Glen,Van Ness-UDC,Midday,2.4545454545454546
Forest Glen,Vienna,Midday,0.4090909090909091
Forest Glen,Virginia Square-GMU,Midday,0.36363636363636365
Forest Glen,Waterfront,Midday,0.6818181818181818
Forest Glen,West Falls Church,Midday,0.5
Forest Glen,West Hyattsville,Midday,1.4545454545454546
Forest Glen,Wheaton,Midday,8.5
Forest Glen,White Flint,Midday,0.4090909090909091
Forest Glen,Woodley Park-Zoo,Midday,4.454545454545454
Fort Totten,Addison Road,Midday,4.681818181818182
Fort Totten,Anacostia,Midday,33.68181818181818
Fort Totten,Archives-Navy Memorial,Midday,19.0
Fort Totten,Arlington Cemetery,Midday,0.45454545454545453
Fort Totten,Ballston,Midday,8.318181818181818
Fort Totten,Benning Road,Midday,10.181818181818182
Fort Totten,Bethesda,Midday,7.136363636363637
Fort Totten,Braddock Road,Midday,4.7272727272727275
Fort Totten,Branch Avenue,Midday,6.5
Fort Totten,Brookland,Midday,42.45454545454545
Fort Totten,Capitol Heights,Midday,4.363636363636363
Fort Totten,Capitol South,Midday,7.590909090909091
Fort Totten,Cheverly,Midday,2.3181818181818183
Fort Totten,Clarendon,Midday,1.9090909090909092
Fort Totten,Cleveland Park,Midday,6.136363636363637
Fort Totten,College Park-U of MD,Midday,16.545454545454547
Fort Totten,Columbia Heights,Midday,128.72727272727272
Fort Totten,Congress Heights,Midday,10.863636363636363
Fort Totten,Court House,Midday,2.8636363636363638
Fort Totten,Crystal City,Midday,9.863636363636363
Fort Totten,Deanwood,Midday,2.090909090909091
Fort Totten,Dunn Loring,Midday,1.5909090909090908
Fort Totten,Dupont Circle,Midday,52.40909090909091
Fort Totten,East Falls Church,Midday,1.8181818181818181
Fort Totten,Eastern Market,Midday,8.954545454545455
Fort Totten,Eisenhower Avenue,Midday,1.3181818181818181
Fort Totten,Farragut North,Midday,95.68181818181819
Fort Totten,Farragut West,Midday,7.2272727272727275
Fort Totten,Federal Center SW,Midday,2.409090909090909
Fort Totten,Federal Triangle,Midday,5.318181818181818
Fort Totten,Foggy Bottom,Midday,40.0
Fort Totten,Forest Glen,Midday,3.1818181818181817
Fort Totten,Fort Totten,Midday,16.545454545454547
Fort Totten,Franconia-Springfield,Midday,2.727272727272727
Fort Totten,Friendship Heights,Midday,9.454545454545455
Fort Totten,Gallery Place-Chinatown,Midday,72.86363636363636
Fort Totten,Georgia Avenue-Petworth,Midday,40.22727272727273
Fort Totten,Glenmont,Midday,11.636363636363637
Fort Totten,Greenbelt,Midday,23.454545454545453
Fort Totten,Grosvenor,Midday,0.6818181818181818
Fort Totten,Huntington,Midday,3.6363636363636362
Fort Totten,Judiciary Square,Midday,41.54545454545455
Fort Totten,King Street,Midday,8.545454545454545
Fort Totten,Landover,Midday,1.3181818181818181
Fort Totten,Largo Town Center,Midday,6.318181818181818
Fort Totten,L'Enfant Plaza,Midday,30.863636363636363
Fort Totten,McPherson Square,Midday,13.545454545454545
Fort Totten,Medical Center,Midday,5.636363636363637
Fort Totten,Metro Center,Midday,75.04545454545455
