ent_station,ext_station,ent_time_period,riders_average_saturday,trip_length
rockville,suitland,Evening,1.75,23
rockville,takoma,Evening,1.25,21
rockville,tenleytown au,Evening,11.0,7
rockville,twinbrook,Evening,42.25,1
rockville,u street,Evening,7.75,17
rockville,union station,Evening,5.5,16
rockville,van dorn street,Evening,0.75,24
rockville,van ness udc,Evening,7.5,8
rockville,vienna,Evening,1.25,25
rockville,virginia square gmu,Evening,0.75,20
rockville,waterfront,Evening,1.25,17
rockville,west falls church,Evening,0.25,23
rockville,west hyattsville,Evening,1.0,21
rockville,wheaton,Evening,1.0,24
rockville,north bethesda,Evening,13.75,2
rockville,woodley park,Evening,32.25,10
rosslyn,addison road,Evening,6.25,11
rosslyn,anacostia,Evening,7.5,6
rosslyn,archives,Evening,1.0,4
rosslyn,ballston-mu,Evening,54.0,4
rosslyn,benning road,Evening,3.0,9
rosslyn,bethesda,Evening,6.0,12
rosslyn,braddock road,Evening,14.5,7
rosslyn,branch avenue,Evening,3.0,11
rosslyn,brookland cua,Evening,3.5,10
rosslyn,capitol heights,Evening,0.75,10
rosslyn,capitol south,Evening,11.0,5
rosslyn,cheverly,Evening,1.0,11
rosslyn,clarendon,Evening,36.0,2
rosslyn,cleveland park,Evening,5.5,8
rosslyn,college park university of maryland,Evening,3.5,14
rosslyn,columbia heights,Evening,15.75,9
rosslyn,congress heights,Evening,1.25,7
rosslyn,court house,Evening,11.5,1
rosslyn,crystal city,Evening,53.75,4
rosslyn,deanwood,Evening,0.25,10
rosslyn,dunn loring,Evening,26.5,7
rosslyn,dupont circle,Evening,34.25,6
rosslyn,east falls church,Evening,38.75,5
rosslyn,eastern market,Evening,15.75,6
rosslyn,eisenhower avenue,Evening,4.25,9
rosslyn,farragut north,Evening,0.75,5
rosslyn,farragut west,Evening,72.25,2
rosslyn,federal center sw,Evening,3.75,4
rosslyn,federal triangle,Evening,13.5,5
rosslyn,foggy bottom gwu,Evening,61.75,1
rosslyn,forest glen,Evening,0.5,14
rosslyn,fort totten,Evening,6.25,11
rosslyn,franconia springfield,Evening,32.25,10
rosslyn,friendship heights,Evening,4.25,11
rosslyn,gallery place,Evening,21.75,5
rosslyn,georgia avenue petworth,Evening,5.0,10
rosslyn,glenmont,Evening,2.5,16
rosslyn,greenbelt,Evening,1.75,15
rosslyn,grosvenor strathmore,Evening,4.0,14
rosslyn,huntington,Evening,13.75,10
rosslyn,judiciary square,Evening,2.75,6
rosslyn,king street old town,Evening,30.75,8
rosslyn,landover,Evening,1.75,12
rosslyn,largo,Evening,4.75,13
rosslyn,l'enfant plaza,Evening,8.75,3
rosslyn,mcpherson square,Evening,63.25,3
rosslyn,medical center,Evening,0.25,13
rosslyn,metro center,Evening,70.25,4
rosslyn,minnesota avenue,Evening,2.25,9
rosslyn,morgan boulevard,Evening,3.25,12
rosslyn,mount vernon square,Evening,6.0,6
rosslyn,navy yard ballpark,Evening,4.25,5
rosslyn,naylor road,Evening,3.75,9
rosslyn,new carrollton,Evening,12.5,13
rosslyn,noma gallaudet u,Evening,5.0,8
rosslyn,pentagon,Evening,17.0,2
rosslyn,pentagon city,Evening,114.25,3
rosslyn,potomac avenue,Evening,3.5,7
rosslyn,hyattsville crossing,Evening,0.75,13
rosslyn,national airport,Evening,5.0,5
rosslyn,rhode island avenue,Evening,4.25,9
rosslyn,rockville,Evening,1.0,17
rosslyn,rosslyn,Evening,40.5,0
rosslyn,shady grove,Evening,6.0,18
rosslyn,shaw howard university,Evening,5.0,7
rosslyn,silver spring,Evening,7.5,13
rosslyn,smithsonian,Evening,15.75,4
rosslyn,southern avenue,Evening,3.0,8
rosslyn,stadium armory,Evening,7.0,8
rosslyn,suitland,Evening,5.5,10
rosslyn,takoma,Evening,2.0,12
rosslyn,tenleytown au,Evening,3.25,10
rosslyn,twinbrook,Evening,3.75,16
rosslyn,u street,Evening,33.0,8
rosslyn,union station,Evening,14.75,7
rosslyn,van dorn street,Evening,14.25,9
rosslyn,van ness udc,Evening,5.5,9
rosslyn,vienna,Evening,60.5,8
rosslyn,virginia square gmu,Evening,17.75,3
rosslyn,waterfront,Evening,3.5,4
rosslyn,west falls church,Evening,23.0,6
rosslyn,west hyattsville,Evening,1.25,12
rosslyn,wheaton,Evening,3.0,15
rosslyn,north bethesda,Evening,3.25,15
rosslyn,woodley park,Evening,19.5,7
shady grove,addison road,Evening,3.0,25
shady grove,anacostia,Evening,3.5,20
shady grove,ballston-mu,Evening,3.75,22
shady grove,benning road,Evening,0.75,23
shady grove,bethesda,Evening,45.0,6
shady grove,branch avenue,Evening,4.75,25
shady grove,brookland cua,Evening,3.5,20
shady grove,capitol heights,Evening,2.75,24
shady grove,capitol south,Evening,1.0,19
shady grove,cheverly,Evening,0.25,25
shady grove,clarendon,Evening,1.25,20
shady grove,cleveland park,Evening,5.25,10
shady grove,college park university of maryland,Evening,2.5,24
shady grove,columbia heights,Evening,5.5,19
shady grove,congress heights,Evening,0.5,21
shady grove,court house,Evening,0.5,19
shady grove,crystal city,Evening,3.0,20
shady grove,deanwood,Evening,1.25,24
shady grove,dunn loring,Evening,1.25,25
shady grove,dupont circle,Evening,88.75,12
shady grove,east falls church,Evening,1.75,23
shady grove,eastern market,Evening,1.75,20
shady grove,farragut north,Evening,39.75,13
shady grove,farragut west,Evening,1.25,16
shady grove,federal center sw,Evening,0.25,18
shady grove,federal triangle,Evening,1.75,15
shady grove,foggy bottom gwu,Evening,4.0,17
shady grove,forest glen,Evening,0.5,24
shady grove,fort totten,Evening,10.5,21
shady grove,franconia springfield,Evening,2.0,26
shady grove,friendship heights,Evening,10.5,7
shady grove,gallery place,Evening,36.0,15
shady grove,georgia avenue petworth,Evening,3.25,20
shady grove,glenmont,Evening,1.25,26
shady grove,greenbelt,Evening,2.5,25
shady grove,grosvenor strathmore,Evening,8.5,4
shady grove,huntington,Evening,0.5,26
shady grove,judiciary square,Evening,0.25,16
shady grove,king street old town,Evening,1.75,24
shady grove,largo,Evening,1.75,27
shady grove,l'enfant plaza,Evening,1.25,17
shady grove,mcpherson square,Evening,3.75,15
shady grove,medical center,Evening,5.75,5
shady grove,metro center,Evening,21.0,14
shady grove,minnesota avenue,Evening,1.75,23
shady grove,morgan boulevard,Evening,1.25,26
shady grove,mount vernon square,Evening,2.0,16
shady grove,navy yard ballpark,Evening,2.5,19
shady grove,naylor road,Evening,2.75,23
shady grove,new carrollton,Evening,3.75,27
shady grove,noma gallaudet u,Evening,12.25,18
shady grove,pentagon,Evening,3.0,18
shady grove,pentagon city,Evening,13.25,19
shady grove,potomac avenue,Evening,3.25,21
shady grove,hyattsville crossing,Evening,1.75,23
shady grove,national airport,Evening,3.75,21
shady grove,rhode island avenue,Evening,5.0,19
shady grove,rockville,Evening,26.5,1
shady grove,rosslyn,Evening,6.25,18
shady grove,shady grove,Evening,13.5,0
shady grove,shaw howard university,Evening,4.75,17
shady grove,silver spring,Evening,5.0,23
shady grove,smithsonian,Evening,4.0,16
shady grove,southern avenue,Evening,2.5,22
shady grove,stadium armory,Evening,1.75,22
shady grove,suitland,Evening,4.0,24
shady grove,takoma,Evening,0.5,22
shady grove,tenleytown au,Evening,10.75,8
shady grove,twinbrook,Evening,32.0,2
shady grove,u street,Evening,16.75,18
shady grove,union station,Evening,14.75,17
shady grove,van dorn street,Evening,2.0,25
shady grove,van ness udc,Evening,4.75,9
shady grove,vienna,Evening,4.0,26
shady grove,virginia square gmu,Evening,0.25,21
shady grove,waterfront,Evening,1.5,18
shady grove,west falls church,Evening,0.75,24
shady grove,west hyattsville,Evening,1.25,22
shady grove,wheaton,Evening,1.0,25
shady grove,north bethesda,Evening,14.75,3
shady grove,woodley park,Evening,41.0,11
shaw howard university,addison road,Evening,3.25,12
shaw howard university,anacostia,Evening,26.0,7
shaw howard university,archives,Evening,8.75,3
shaw howard university,ballston-mu,Evening,3.0,11
shaw howard university,benning road,Evening,4.25,10
shaw howard university,bethesda,Evening,2.5,11
shaw howard university,braddock road,Evening,3.75,10
shaw howard university,branch avenue,Evening,7.25,12
shaw howard university,brookland cua,Evening,4.25,5
shaw howard university,capitol heights,Evening,1.0,11
shaw howard university,capitol south,Evening,4.0,6
shaw howard university,cheverly,Evening,1.0,12
shaw howard university,clarendon,Evening,2.75,9
shaw howard university,cleveland park,Evening,2.5,7
shaw howard university,college park university of maryland,Evening,4.25,7
shaw howard university,columbia heights,Evening,60.75,2
shaw howard university,congress heights,Evening,6.75,8
shaw howard university,court house,Evening,3.75,8
shaw howard university,crystal city,Evening,9.75,7
shaw howard university,deanwood,Evening,2.0,11
shaw howard university,dunn loring,Evening,1.0,14
shaw howard university,dupont circle,Evening,14.0,5
shaw howard university,east falls church,Evening,0.75,12
shaw howard university,eastern market,Evening,6.75,7
shaw howard university,eisenhower avenue,Evening,2.25,12
shaw howard university,farragut north,Evening,5.25,4
shaw howard university,farragut west,Evening,1.0,5
shaw howard university,federal triangle,Evening,0.5,4
shaw howard university,foggy bottom gwu,Evening,10.0,6
shaw howard university,forest glen,Evening,0.5,7
shaw howard university,fort totten,Evening,41.75,4
shaw howard university,franconia springfield,Evening,3.5,13
shaw howard university,friendship heights,Evening,4.0,10
shaw howard university,gallery place,Evening,56.75,2
shaw howard university,georgia avenue petworth,Evening,18.0,3
shaw howard university,glenmont,Evening,4.0,9
shaw howard university,greenbelt,Evening,7.5,8
shaw howard university,grosvenor strathmore,Evening,2.5,13
shaw howard university,huntington,Evening,5.0,13
shaw howard university,king street old town,Evening,8.5,11
shaw howard university,landover,Evening,3.0,13
shaw howard university,largo,Evening,3.5,14
shaw howard university,l'enfant plaza,Evening,8.25,4
shaw howard university,mcpherson square,Evening,1.0,4
shaw howard university,medical center,Evening,0.5,12
shaw howard university,metro center,Evening,0.75,3
shaw howard university,minnesota avenue,Evening,5.5,10
shaw howard university,morgan boulevard,Evening,0.5,13
shaw howard university,mount vernon square,Evening,14.25,1
shaw howard university,navy yard ballpark,Evening,9.75,6
shaw howard university,naylor road,Evening,7.75,10
shaw howard university,new carrollton,Evening,6.5,14
shaw howard university,noma gallaudet u,Evening,2.0,5
shaw howard university,pentagon,Evening,2.5,5
shaw howard university,pentagon city,Evening,14.0,6
shaw howard university,potomac avenue,Evening,4.25,8
shaw howard university,hyattsville crossing,Evening,5.75,6
shaw howard university,national airport,Evening,2.25,8
shaw howard university,rhode island avenue,Evening,3.5,6
shaw howard university,rockville,Evening,1.0,16
shaw howard university,rosslyn,Evening,7.25,7
shaw howard university,shady grove,Evening,4.5,17
shaw howard university,shaw howard university,Evening,12.5,0
shaw howard university,silver spring,Evening,7.75,6
shaw howard university,smithsonian,Evening,0.5,5
shaw howard university,southern avenue,Evening,10.5,9
shaw howard university,stadium armory,Evening,5.5,9
shaw howard university,suitland,Evening,9.25,11
shaw howard university,takoma,Evening,4.25,5
shaw howard university,tenleytown au,Evening,2.0,9
shaw howard university,u street,Evening,9.25,1
shaw howard university,union station,Evening,7.25,4
shaw howard university,van dorn street,Evening,1.5,12
shaw howard university,van ness udc,Evening,1.25,8
shaw howard university,vienna,Evening,4.25,15
shaw howard university,virginia square gmu,Evening,1.0,10
shaw howard university,waterfront,Evening,6.75,5
shaw howard university,west falls church,Evening,0.5,13
shaw howard university,west hyattsville,Evening,4.5,5
shaw howard university,wheaton,Evening,3.0,8
shaw howard university,north bethesda,Evening,1.5,14
shaw howard university,woodley park,Evening,2.0,6
silver spring,addison road,Evening,10.25,18
silver spring,anacostia,Evening,21.75,13
silver spring,archives,Evening,1.0,9
silver spring,ballston-mu,Evening,6.75,17
silver spring,benning road,Evening,11.75,16
silver spring,bethesda,Evening,1.25,17
silver spring,braddock road,Evening,3.0,16
silver spring,branch avenue,Evening,9.75,18
silver spring,brookland cua,Evening,54.75,3
silver spring,capitol heights,Evening,5.5,17
silver spring,capitol south,Evening,1.25,12
silver spring,cheverly,Evening,2.25,18
silver spring,clarendon,Evening,4.0,15
silver spring,cleveland park,Evening,6.0,13
silver spring,college park university of maryland,Evening,10.25,5
silver spring,columbia heights,Evening,62.5,4
silver spring,congress heights,Evening,5.0,14
silver spring,court house,Evening,4.5,14
silver spring,crystal city,Evening,6.25,13
silver spring,deanwood,Evening,5.25,17
silver spring,dunn loring,Evening,3.25,20
silver spring,dupont circle,Evening,94.5,11
silver spring,east falls church,Evening,3.75,18
silver spring,eastern market,Evening,5.75,13
silver spring,eisenhower avenue,Evening,1.75,18
silver spring,farragut north,Evening,44.5,10
silver spring,farragut west,Evening,2.75,11
silver spring,federal center sw,Evening,0.25,11
silver spring,federal triangle,Evening,1.25,10
silver spring,foggy bottom gwu,Evening,20.0,12
silver spring,forest glen,Evening,13.5,1
silver spring,fort totten,Evening,116.25,2
silver spring,franconia springfield,Evening,7.75,19
silver spring,friendship heights,Evening,3.0,16
silver spring,gallery place,Evening,93.75,8
silver spring,georgia avenue petworth,Evening,16.75,3
silver spring,glenmont,Evening,74.0,3
silver spring,greenbelt,Evening,10.5,6
silver spring,grosvenor strathmore,Evening,1.5,19
silver spring,huntington,Evening,5.25,19
silver spring,judiciary square,Evening,10.0,7
silver spring,king street old town,Evening,6.25,17
silver spring,landover,Evening,5.0,19
silver spring,largo,Evening,8.5,20
silver spring,l'enfant plaza,Evening,3.0,10
silver spring,mcpherson square,Evening,5.25,10
silver spring,metro center,Evening,34.0,9
silver spring,minnesota avenue,Evening,8.75,16
silver spring,morgan boulevard,Evening,2.5,19
silver spring,mount vernon square,Evening,12.25,7
silver spring,navy yard ballpark,Evening,7.75,12
silver spring,naylor road,Evening,8.0,16
silver spring,new carrollton,Evening,7.25,20
silver spring,noma gallaudet u,Evening,40.5,5
silver spring,pentagon,Evening,9.75,11
silver spring,pentagon city,Evening,10.0,12
silver spring,potomac avenue,Evening,7.75,14
silver spring,hyattsville crossing,Evening,12.5,4
silver spring,national airport,Evening,3.0,14
silver spring,rhode island avenue,Evening,41.25,4
silver spring,rockville,Evening,1.5,22
silver spring,rosslyn,Evening,5.25,13
silver spring,shady grove,Evening,13.0,23
silver spring,shaw howard university,Evening,13.0,6
silver spring,silver spring,Evening,54.0,0
silver spring,smithsonian,Evening,3.25,11
silver spring,southern avenue,Evening,17.5,15
silver spring,stadium armory,Evening,3.5,15
silver spring,suitland,Evening,13.0,17
silver spring,takoma,Evening,42.5,1
silver spring,tenleytown au,Evening,8.75,15
silver spring,twinbrook,Evening,1.0,21
silver spring,u street,Evening,80.25,5
silver spring,union station,Evening,60.75,6
silver spring,van dorn street,Evening,3.75,18
silver spring,van ness udc,Evening,5.5,14
silver spring,vienna,Evening,3.75,21
silver spring,virginia square gmu,Evening,1.75,16
silver spring,waterfront,Evening,8.0,11
silver spring,west falls church,Evening,2.0,19
silver spring,west hyattsville,Evening,15.75,3
silver spring,wheaton,Evening,39.25,2
silver spring,north bethesda,Evening,0.5,20
silver spring,woodley park,Evening,24.75,12
smithsonian,addison road,Evening,5.25,9
smithsonian,anacostia,Evening,6.5,4
smithsonian,archives,Evening,0.25,2
smithsonian,arlington cemetery,Evening,1.25,3
smithsonian,ballston-mu,Evening,37.5,8
smithsonian,benning road,Evening,4.25,7
smithsonian,bethesda,Evening,23.75,10
smithsonian,braddock road,Evening,6.0,7
smithsonian,branch avenue,Evening,18.25,9
smithsonian,brookland cua,Evening,5.5,8
smithsonian,capitol heights,Evening,5.25,8
smithsonian,capitol south,Evening,15.0,3
smithsonian,cheverly,Evening,2.0,9
smithsonian,clarendon,Evening,16.25,6
smithsonian,cleveland park,Evening,6.5,6
smithsonian,college park university of maryland,Evening,8.0,12
smithsonian,columbia heights,Evening,13.5,7
smithsonian,congress heights,Evening,1.0,5
smithsonian,court house,Evening,22.5,5
smithsonian,crystal city,Evening,102.0,4
smithsonian,deanwood,Evening,1.5,8
smithsonian,dunn loring,Evening,42.0,11
smithsonian,dupont circle,Evening,71.5,4
smithsonian,east falls church,Evening,28.0,9
smithsonian,eastern market,Evening,21.5,4
smithsonian,eisenhower avenue,Evening,14.5,9
smithsonian,farragut north,Evening,8.25,3
smithsonian,farragut west,Evening,23.25,4
smithsonian,federal center sw,Evening,5.5,2
smithsonian,federal triangle,Evening,5.5,1
smithsonian,foggy bottom gwu,Evening,63.0,5
smithsonian,forest glen,Evening,3.75,12
smithsonian,fort totten,Evening,24.5,9
smithsonian,franconia springfield,Evening,90.25,10
smithsonian,friendship heights,Evening,14.25,9
