ent_station,ext_station,ent_time_period,riders_average_weekday,trip_length
rosslyn,smithsonian,AM Peak,141.13636363636363,4
rosslyn,southern avenue,AM Peak,2.772727272727273,8
rosslyn,stadium armory,AM Peak,2.5454545454545454,8
rosslyn,suitland,AM Peak,9.5,10
rosslyn,takoma,AM Peak,3.0,12
rosslyn,tenleytown au,AM Peak,13.681818181818182,10
rosslyn,twinbrook,AM Peak,3.227272727272727,16
rosslyn,u street,AM Peak,5.727272727272728,8
rosslyn,union station,AM Peak,204.4090909090909,7
rosslyn,van dorn street,AM Peak,3.8181818181818175,9
rosslyn,van ness udc,AM Peak,18.40909090909091,9
rosslyn,vienna,AM Peak,21.363636363636363,8
rosslyn,virginia square gmu,AM Peak,35.27272727272727,3
rosslyn,waterfront,AM Peak,9.227272727272728,4
rosslyn,west falls church,AM Peak,38.72727272727273,6
rosslyn,west hyattsville,AM Peak,0.4545454545454545,12
rosslyn,wheaton,AM Peak,2.3181818181818183,15
rosslyn,north bethesda,AM Peak,4.5,15
rosslyn,woodley park,AM Peak,25.045454545454547,7
shady grove,addison road,AM Peak,2.363636363636364,25
shady grove,anacostia,AM Peak,18.90909090909091,20
shady grove,archives,AM Peak,47.72727272727273,16
shady grove,arlington cemetery,AM Peak,1.9545454545454544,19
shady grove,ballston-mu,AM Peak,68.68181818181819,22
shady grove,benning road,AM Peak,1.5454545454545454,23
shady grove,bethesda,AM Peak,335.3636363636364,6
shady grove,braddock road,AM Peak,7.772727272727272,23
shady grove,branch avenue,AM Peak,4.090909090909091,25
shady grove,brookland cua,AM Peak,55.0,20
shady grove,capitol heights,AM Peak,1.3636363636363635,24
shady grove,capitol south,AM Peak,84.0909090909091,19
shady grove,cheverly,AM Peak,3.954545454545455,25
shady grove,clarendon,AM Peak,15.5,20
shady grove,cleveland park,AM Peak,17.40909090909091,10
shady grove,college park university of maryland,AM Peak,21.09090909090909,24
shady grove,columbia heights,AM Peak,12.818181818181818,19
shady grove,congress heights,AM Peak,2.772727272727273,21
shady grove,court house,AM Peak,43.5,19
shady grove,crystal city,AM Peak,134.1818181818182,20
shady grove,deanwood,AM Peak,3.227272727272727,24
shady grove,dunn loring,AM Peak,15.636363636363637,25
shady grove,dupont circle,AM Peak,455.27272727272725,12
shady grove,east falls church,AM Peak,8.272727272727273,23
shady grove,eastern market,AM Peak,17.90909090909091,20
shady grove,eisenhower avenue,AM Peak,12.227272727272728,25
shady grove,farragut north,AM Peak,1856.0454545454545,13
shady grove,farragut west,AM Peak,52.36363636363637,16
shady grove,federal center sw,AM Peak,198.54545454545453,18
shady grove,federal triangle,AM Peak,173.45454545454547,15
shady grove,foggy bottom gwu,AM Peak,165.6818181818182,17
shady grove,forest glen,AM Peak,1.0454545454545454,24
shady grove,fort totten,AM Peak,7.954545454545454,21
shady grove,franconia springfield,AM Peak,13.909090909090908,26
shady grove,friendship heights,AM Peak,236.5909090909091,7
shady grove,gallery place,AM Peak,418.3181818181818,15
shady grove,georgia avenue petworth,AM Peak,4.136363636363637,20
shady grove,glenmont,AM Peak,1.4545454545454546,26
shady grove,greenbelt,AM Peak,10.5,25
shady grove,grosvenor strathmore,AM Peak,46.81818181818182,4
shady grove,huntington,AM Peak,8.954545454545455,26
shady grove,judiciary square,AM Peak,298.0,16
shady grove,king street old town,AM Peak,93.13636363636364,24
shady grove,landover,AM Peak,3.8181818181818175,26
shady grove,largo,AM Peak,6.454545454545454,27
shady grove,l'enfant plaza,AM Peak,391.45454545454544,17
shady grove,mcpherson square,AM Peak,159.5,15
shady grove,medical center,AM Peak,522.0909090909091,5
shady grove,metro center,AM Peak,947.9545454545456,14
shady grove,minnesota avenue,AM Peak,7.954545454545454,23
shady grove,morgan boulevard,AM Peak,5.136363636363637,26
shady grove,mount vernon square,AM Peak,18.954545454545453,16
shady grove,navy yard ballpark,AM Peak,144.9090909090909,19
shady grove,naylor road,AM Peak,2.636363636363636,23
shady grove,new carrollton,AM Peak,22.045454545454547,27
shady grove,noma gallaudet u,AM Peak,121.77272727272728,18
shady grove,pentagon,AM Peak,127.1818181818182,18
shady grove,pentagon city,AM Peak,41.0,19
shady grove,potomac avenue,AM Peak,5.227272727272728,21
shady grove,hyattsville crossing,AM Peak,9.272727272727272,23
shady grove,national airport,AM Peak,41.27272727272727,21
shady grove,rhode island avenue,AM Peak,12.272727272727272,19
shady grove,rockville,AM Peak,160.3181818181818,1
shady grove,rosslyn,AM Peak,141.0909090909091,18
shady grove,shady grove,AM Peak,16.136363636363637,0
shady grove,shaw howard university,AM Peak,21.181818181818183,17
shady grove,silver spring,AM Peak,23.272727272727277,23
shady grove,smithsonian,AM Peak,320.6363636363636,16
shady grove,southern avenue,AM Peak,3.954545454545455,22
shady grove,stadium armory,AM Peak,8.681818181818182,22
shady grove,suitland,AM Peak,31.90909090909091,24
shady grove,takoma,AM Peak,11.409090909090908,22
shady grove,tenleytown au,AM Peak,137.3181818181818,8
shady grove,twinbrook,AM Peak,193.72727272727272,2
shady grove,u street,AM Peak,21.09090909090909,18
shady grove,union station,AM Peak,366.95454545454544,17
shady grove,van dorn street,AM Peak,1.1363636363636365,25
shady grove,van ness udc,AM Peak,72.9090909090909,9
shady grove,vienna,AM Peak,9.318181818181818,26
shady grove,virginia square gmu,AM Peak,17.818181818181817,21
shady grove,waterfront,AM Peak,24.227272727272727,18
shady grove,west falls church,AM Peak,20.454545454545453,24
shady grove,west hyattsville,AM Peak,2.5,22
shady grove,wheaton,AM Peak,2.0454545454545454,25
shady grove,north bethesda,AM Peak,322.22727272727275,3
shady grove,woodley park,AM Peak,56.63636363636363,11
shaw howard university,addison road,AM Peak,1.3636363636363635,12
shaw howard university,anacostia,AM Peak,33.63636363636363,7
shaw howard university,archives,AM Peak,66.68181818181819,3
shaw howard university,arlington cemetery,AM Peak,0.5909090909090909,6
shaw howard university,ballston-mu,AM Peak,17.545454545454547,11
shaw howard university,benning road,AM Peak,3.227272727272727,10
shaw howard university,bethesda,AM Peak,20.181818181818183,11
shaw howard university,braddock road,AM Peak,6.181818181818182,10
shaw howard university,branch avenue,AM Peak,6.363636363636363,12
shaw howard university,brookland cua,AM Peak,5.5,5
shaw howard university,capitol heights,AM Peak,2.363636363636364,11
shaw howard university,capitol south,AM Peak,32.5,6
shaw howard university,cheverly,AM Peak,0.3181818181818182,12
shaw howard university,clarendon,AM Peak,6.5,9
shaw howard university,cleveland park,AM Peak,1.0909090909090908,7
shaw howard university,college park university of maryland,AM Peak,14.227272727272728,7
shaw howard university,columbia heights,AM Peak,61.09090909090909,2
shaw howard university,congress heights,AM Peak,13.363636363636363,8
shaw howard university,court house,AM Peak,15.181818181818182,8
shaw howard university,crystal city,AM Peak,33.13636363636363,7
shaw howard university,deanwood,AM Peak,4.454545454545454,11
shaw howard university,dunn loring,AM Peak,6.090909090909091,14
shaw howard university,dupont circle,AM Peak,15.181818181818182,5
shaw howard university,east falls church,AM Peak,1.0909090909090908,12
shaw howard university,eastern market,AM Peak,12.681818181818182,7
shaw howard university,eisenhower avenue,AM Peak,4.045454545454546,12
shaw howard university,farragut north,AM Peak,94.13636363636364,4
shaw howard university,farragut west,AM Peak,18.63636363636364,5
shaw howard university,federal center sw,AM Peak,30.045454545454547,5
shaw howard university,federal triangle,AM Peak,13.409090909090908,4
shaw howard university,foggy bottom gwu,AM Peak,39.13636363636363,6
shaw howard university,forest glen,AM Peak,0.3181818181818182,7
shaw howard university,fort totten,AM Peak,9.181818181818182,4
shaw howard university,franconia springfield,AM Peak,3.0454545454545454,13
shaw howard university,friendship heights,AM Peak,13.318181818181818,10
shaw howard university,gallery place,AM Peak,70.36363636363636,2
shaw howard university,georgia avenue petworth,AM Peak,14.818181818181818,3
shaw howard university,glenmont,AM Peak,1.2272727272727273,9
shaw howard university,greenbelt,AM Peak,8.818181818181818,8
shaw howard university,grosvenor strathmore,AM Peak,1.8636363636363635,13
shaw howard university,huntington,AM Peak,3.727272727272727,13
shaw howard university,judiciary square,AM Peak,19.954545454545453,3
shaw howard university,king street old town,AM Peak,25.59090909090909,11
shaw howard university,landover,AM Peak,2.3181818181818183,13
shaw howard university,largo,AM Peak,3.772727272727273,14
shaw howard university,l'enfant plaza,AM Peak,114.95454545454544,4
shaw howard university,mcpherson square,AM Peak,9.409090909090908,4
shaw howard university,medical center,AM Peak,12.727272727272728,12
shaw howard university,metro center,AM Peak,41.72727272727273,3
shaw howard university,minnesota avenue,AM Peak,6.454545454545454,10
shaw howard university,morgan boulevard,AM Peak,1.318181818181818,13
shaw howard university,mount vernon square,AM Peak,7.181818181818182,1
shaw howard university,navy yard ballpark,AM Peak,28.863636363636363,6
shaw howard university,naylor road,AM Peak,2.909090909090909,10
shaw howard university,new carrollton,AM Peak,10.0,14
shaw howard university,noma gallaudet u,AM Peak,2.727272727272727,5
shaw howard university,pentagon,AM Peak,31.63636363636364,5
shaw howard university,pentagon city,AM Peak,17.181818181818183,6
shaw howard university,potomac avenue,AM Peak,3.272727272727273,8
shaw howard university,hyattsville crossing,AM Peak,11.909090909090908,6
shaw howard university,national airport,AM Peak,19.045454545454547,8
shaw howard university,rhode island avenue,AM Peak,6.136363636363637,6
shaw howard university,rockville,AM Peak,2.727272727272727,16
shaw howard university,rosslyn,AM Peak,27.818181818181817,7
shaw howard university,shady grove,AM Peak,4.045454545454546,17
shaw howard university,shaw howard university,AM Peak,8.227272727272727,0
shaw howard university,silver spring,AM Peak,21.0,6
shaw howard university,smithsonian,AM Peak,19.045454545454547,5
shaw howard university,southern avenue,AM Peak,6.090909090909091,9
shaw howard university,stadium armory,AM Peak,3.863636363636364,9
shaw howard university,suitland,AM Peak,20.454545454545453,11
shaw howard university,takoma,AM Peak,5.5,5
shaw howard university,tenleytown au,AM Peak,19.181818181818183,9
shaw howard university,twinbrook,AM Peak,3.363636363636364,15
shaw howard university,u street,AM Peak,10.136363636363637,1
shaw howard university,union station,AM Peak,57.54545454545455,4
shaw howard university,van dorn street,AM Peak,2.4545454545454546,12
shaw howard university,van ness udc,AM Peak,10.409090909090908,8
shaw howard university,vienna,AM Peak,4.909090909090909,15
shaw howard university,virginia square gmu,AM Peak,1.0,10
shaw howard university,waterfront,AM Peak,16.0,5
shaw howard university,west falls church,AM Peak,9.818181818181818,13
shaw howard university,west hyattsville,AM Peak,3.0,5
shaw howard university,wheaton,AM Peak,3.227272727272727,8
shaw howard university,north bethesda,AM Peak,4.863636363636363,14
shaw howard university,woodley park,AM Peak,2.636363636363636,6
silver spring,addison road,AM Peak,4.7727272727272725,18
silver spring,anacostia,AM Peak,21.0,13
silver spring,archives,AM Peak,30.272727272727277,9
silver spring,arlington cemetery,AM Peak,4.045454545454546,12
silver spring,ballston-mu,AM Peak,57.18181818181818,17
silver spring,benning road,AM Peak,3.590909090909091,16
silver spring,bethesda,AM Peak,4.5,17
silver spring,braddock road,AM Peak,11.590909090909092,16
silver spring,branch avenue,AM Peak,9.863636363636363,18
silver spring,brookland cua,AM Peak,208.0909090909091,3
silver spring,capitol heights,AM Peak,2.090909090909091,17
silver spring,capitol south,AM Peak,47.27272727272727,12
silver spring,cheverly,AM Peak,1.3636363636363635,18
silver spring,clarendon,AM Peak,12.0,15
silver spring,cleveland park,AM Peak,7.181818181818182,13
silver spring,college park university of maryland,AM Peak,59.04545454545455,5
silver spring,columbia heights,AM Peak,37.59090909090909,4
silver spring,congress heights,AM Peak,5.2727272727272725,14
silver spring,court house,AM Peak,31.318181818181817,14
silver spring,crystal city,AM Peak,78.45454545454545,13
silver spring,deanwood,AM Peak,3.136363636363636,17
silver spring,dunn loring,AM Peak,17.545454545454547,20
silver spring,dupont circle,AM Peak,255.13636363636363,11
silver spring,east falls church,AM Peak,6.863636363636363,18
silver spring,eastern market,AM Peak,17.0,13
silver spring,eisenhower avenue,AM Peak,5.045454545454546,18
silver spring,farragut north,AM Peak,972.681818181818,10
silver spring,farragut west,AM Peak,81.54545454545455,11
silver spring,federal center sw,AM Peak,65.27272727272727,11
silver spring,federal triangle,AM Peak,92.27272727272728,10
silver spring,foggy bottom gwu,AM Peak,177.45454545454547,12
silver spring,forest glen,AM Peak,18.818181818181817,1
silver spring,fort totten,AM Peak,36.59090909090909,2
silver spring,franconia springfield,AM Peak,9.727272727272728,19
silver spring,friendship heights,AM Peak,10.227272727272728,16
silver spring,gallery place,AM Peak,298.72727272727275,8
silver spring,georgia avenue petworth,AM Peak,9.272727272727272,3
silver spring,glenmont,AM Peak,23.227272727272727,3
silver spring,greenbelt,AM Peak,26.818181818181817,6
silver spring,grosvenor strathmore,AM Peak,2.590909090909091,19
silver spring,huntington,AM Peak,8.045454545454545,19
silver spring,judiciary square,AM Peak,387.59090909090907,7
silver spring,king street old town,AM Peak,44.63636363636363,17
silver spring,landover,AM Peak,2.0454545454545454,19
silver spring,largo,AM Peak,7.363636363636363,20
silver spring,l'enfant plaza,AM Peak,236.0909090909091,10
silver spring,mcpherson square,AM Peak,137.27272727272728,10
silver spring,medical center,AM Peak,7.227272727272727,18
silver spring,metro center,AM Peak,609.7727272727273,9
silver spring,minnesota avenue,AM Peak,7.545454545454546,16
silver spring,morgan boulevard,AM Peak,2.409090909090909,19
silver spring,mount vernon square,AM Peak,21.13636363636364,7
silver spring,navy yard ballpark,AM Peak,68.95454545454545,12
silver spring,naylor road,AM Peak,2.409090909090909,16
silver spring,new carrollton,AM Peak,9.318181818181818,20
silver spring,noma gallaudet u,AM Peak,173.8181818181818,5
silver spring,pentagon,AM Peak,70.13636363636364,11
silver spring,pentagon city,AM Peak,32.18181818181818,12
silver spring,potomac avenue,AM Peak,9.545454545454543,14
silver spring,hyattsville crossing,AM Peak,22.454545454545453,4
silver spring,national airport,AM Peak,41.90909090909091,14
silver spring,rhode island avenue,AM Peak,44.45454545454545,4
silver spring,rockville,AM Peak,8.636363636363637,22
silver spring,rosslyn,AM Peak,114.6818181818182,13
silver spring,shady grove,AM Peak,11.272727272727272,23
silver spring,shaw howard university,AM Peak,20.045454545454547,6
silver spring,silver spring,AM Peak,35.31818181818182,0
silver spring,smithsonian,AM Peak,125.86363636363636,11
silver spring,southern avenue,AM Peak,5.227272727272728,15
silver spring,stadium armory,AM Peak,12.090909090909092,15
silver spring,suitland,AM Peak,32.22727272727273,17
silver spring,takoma,AM Peak,35.77272727272727,1
silver spring,tenleytown au,AM Peak,34.40909090909091,15
silver spring,twinbrook,AM Peak,1.3636363636363635,21
silver spring,u street,AM Peak,32.04545454545455,5
silver spring,union station,AM Peak,660.5909090909091,6
silver spring,van dorn street,AM Peak,3.3181818181818183,18
silver spring,van ness udc,AM Peak,28.227272727272727,14
silver spring,vienna,AM Peak,10.090909090909092,21
silver spring,virginia square gmu,AM Peak,17.045454545454547,16
silver spring,waterfront,AM Peak,24.727272727272727,11
silver spring,west falls church,AM Peak,23.90909090909091,19
silver spring,west hyattsville,AM Peak,4.909090909090909,3
silver spring,wheaton,AM Peak,49.40909090909091,2
silver spring,north bethesda,AM Peak,1.5909090909090908,20
silver spring,woodley park,AM Peak,21.181818181818183,12
smithsonian,addison road,AM Peak,1.0,9
smithsonian,anacostia,AM Peak,1.8636363636363635,4
smithsonian,archives,AM Peak,2.227272727272727,2
smithsonian,arlington cemetery,AM Peak,0.6818181818181818,3
smithsonian,ballston-mu,AM Peak,3.590909090909091,8
smithsonian,benning road,AM Peak,1.2272727272727273,7
smithsonian,bethesda,AM Peak,1.5454545454545454,10
smithsonian,braddock road,AM Peak,0.5909090909090909,7
smithsonian,branch avenue,AM Peak,1.0454545454545454,9
smithsonian,brookland cua,AM Peak,1.4090909090909092,8
smithsonian,capitol heights,AM Peak,0.5,8
smithsonian,capitol south,AM Peak,22.63636363636364,3
smithsonian,cheverly,AM Peak,0.6818181818181818,9
smithsonian,clarendon,AM Peak,1.5454545454545454,6
smithsonian,cleveland park,AM Peak,1.2727272727272727,6
smithsonian,college park university of maryland,AM Peak,2.4545454545454546,12
smithsonian,columbia heights,AM Peak,1.181818181818182,7
smithsonian,congress heights,AM Peak,0.3181818181818182,5
smithsonian,court house,AM Peak,2.272727272727273,5
smithsonian,crystal city,AM Peak,2.5,4
smithsonian,deanwood,AM Peak,0.1818181818181818,8
smithsonian,dunn loring,AM Peak,2.0454545454545454,11
smithsonian,dupont circle,AM Peak,6.181818181818182,4
smithsonian,east falls church,AM Peak,0.7727272727272727,9
smithsonian,eastern market,AM Peak,3.909090909090909,4
smithsonian,eisenhower avenue,AM Peak,0.1363636363636363,9
smithsonian,farragut north,AM Peak,1.5,3
smithsonian,farragut west,AM Peak,33.22727272727273,4
smithsonian,federal center sw,AM Peak,36.45454545454545,2
smithsonian,federal triangle,AM Peak,10.454545454545457,1
smithsonian,foggy bottom gwu,AM Peak,13.318181818181818,5
smithsonian,forest glen,AM Peak,0.8181818181818182,12
smithsonian,fort totten,AM Peak,0.7727272727272727,9
smithsonian,franconia springfield,AM Peak,0.8181818181818182,10
smithsonian,friendship heights,AM Peak,1.2727272727272727,9
smithsonian,gallery place,AM Peak,3.636363636363636,3
smithsonian,georgia avenue petworth,AM Peak,0.4090909090909091,8
smithsonian,glenmont,AM Peak,0.1818181818181818,14
smithsonian,greenbelt,AM Peak,0.8181818181818182,13
smithsonian,grosvenor strathmore,AM Peak,0.2272727272727272,12
smithsonian,huntington,AM Peak,0.7272727272727273,10
smithsonian,judiciary square,AM Peak,4.090909090909091,4
smithsonian,king street old town,AM Peak,0.8636363636363636,8
smithsonian,landover,AM Peak,0.9090909090909092,10
smithsonian,largo,AM Peak,1.0454545454545454,11
smithsonian,l'enfant plaza,AM Peak,14.090909090909092,1
smithsonian,mcpherson square,AM Peak,22.13636363636364,3
smithsonian,medical center,AM Peak,1.4545454545454546,11
smithsonian,metro center,AM Peak,14.454545454545457,2
smithsonian,minnesota avenue,AM Peak,1.3636363636363635,7
smithsonian,morgan boulevard,AM Peak,0.4545454545454545,10
smithsonian,mount vernon square,AM Peak,0.6818181818181818,4
smithsonian,navy yard ballpark,AM Peak,4.7727272727272725,3
smithsonian,naylor road,AM Peak,0.0909090909090909,7
smithsonian,new carrollton,AM Peak,8.136363636363637,11
smithsonian,noma gallaudet u,AM Peak,4.5,6
smithsonian,pentagon,AM Peak,3.727272727272727,2
smithsonian,pentagon city,AM Peak,1.9545454545454544,3
smithsonian,potomac avenue,AM Peak,0.5454545454545454,5
smithsonian,hyattsville crossing,AM Peak,0.5454545454545454,11
smithsonian,national airport,AM Peak,1.2727272727272727,5
smithsonian,rhode island avenue,AM Peak,1.0454545454545454,7
smithsonian,rockville,AM Peak,0.3181818181818182,15
smithsonian,rosslyn,AM Peak,9.363636363636363,4
smithsonian,shady grove,AM Peak,1.9545454545454544,16
smithsonian,shaw howard university,AM Peak,0.3636363636363636,5
smithsonian,silver spring,AM Peak,1.6363636363636365,11
smithsonian,smithsonian,AM Peak,20.863636363636363,0
smithsonian,southern avenue,AM Peak,0.8181818181818182,6
smithsonian,stadium armory,AM Peak,1.4090909090909092,6
smithsonian,suitland,AM Peak,0.7272727272727273,8
smithsonian,takoma,AM Peak,1.7727272727272727,10
smithsonian,tenleytown au,AM Peak,2.090909090909091,8
smithsonian,twinbrook,AM Peak,1.2727272727272727,14
smithsonian,u street,AM Peak,0.5909090909090909,6
smithsonian,union station,AM Peak,12.363636363636363,5
smithsonian,van dorn street,AM Peak,0.2727272727272727,9
smithsonian,van ness udc,AM Peak,0.8181818181818182,7
smithsonian,vienna,AM Peak,1.4545454545454546,12
smithsonian,virginia square gmu,AM Peak,1.5454545454545454,7
smithsonian,waterfront,AM Peak,0.5909090909090909,2
smithsonian,west falls church,AM Peak,3.0,10
smithsonian,west hyattsville,AM Peak,0.1363636363636363,10
smithsonian,wheaton,AM Peak,0.1818181818181818,13
smithsonian,north bethesda,AM Peak,0.7272727272727273,13
smithsonian,woodley park,AM Peak,1.7727272727272727,5
southern avenue,addison road,AM Peak,6.7727272727272725,13
southern avenue,anacostia,AM Peak,52.22727272727273,2
southern avenue,archives,AM Peak,198.9090909090909,6
southern avenue,arlington cemetery,AM Peak,1.3636363636363635,7
southern avenue,ballston-mu,AM Peak,44.68181818181818,12
southern avenue,benning road,AM Peak,5.318181818181818,11
southern avenue,bethesda,AM Peak,33.13636363636363,16
southern avenue,braddock road,AM Peak,7.5,11
southern avenue,branch avenue,AM Peak,19.454545454545453,3
southern avenue,brookland cua,AM Peak,40.45454545454545,12
southern avenue,capitol heights,AM Peak,4.545454545454546,12
southern avenue,capitol south,AM Peak,46.68181818181818,7
southern avenue,cheverly,AM Peak,3.5,13
southern avenue,clarendon,AM Peak,5.181818181818182,10
southern avenue,cleveland park,AM Peak,3.727272727272727,12
southern avenue,college park university of maryland,AM Peak,15.227272727272728,16
southern avenue,columbia heights,AM Peak,86.0,11
southern avenue,congress heights,AM Peak,8.318181818181818,1
southern avenue,court house,AM Peak,14.818181818181818,9
southern avenue,crystal city,AM Peak,40.18181818181818,8
southern avenue,deanwood,AM Peak,10.818181818181818,12
southern avenue,dunn loring,AM Peak,15.818181818181818,15
southern avenue,dupont circle,AM Peak,60.45454545454545,10
southern avenue,east falls church,AM Peak,4.045454545454546,13
southern avenue,eastern market,AM Peak,8.681818181818182,8
southern avenue,eisenhower avenue,AM Peak,4.954545454545454,13
southern avenue,farragut north,AM Peak,135.1818181818182,9
southern avenue,farragut west,AM Peak,200.72727272727272,10
southern avenue,federal center sw,AM Peak,41.63636363636363,6
southern avenue,federal triangle,AM Peak,118.5,7
southern avenue,foggy bottom gwu,AM Peak,155.36363636363637,9
southern avenue,forest glen,AM Peak,2.5,16
southern avenue,fort totten,AM Peak,43.22727272727273,13
southern avenue,franconia springfield,AM Peak,12.363636363636363,14
southern avenue,friendship heights,AM Peak,34.72727272727273,15
southern avenue,gallery place,AM Peak,218.9090909090909,7
southern avenue,georgia avenue petworth,AM Peak,37.09090909090909,12
southern avenue,glenmont,AM Peak,5.227272727272728,18
southern avenue,greenbelt,AM Peak,21.818181818181817,17
southern avenue,grosvenor strathmore,AM Peak,6.454545454545454,18
southern avenue,huntington,AM Peak,14.090909090909092,14
southern avenue,judiciary square,AM Peak,76.81818181818181,8
southern avenue,king street old town,AM Peak,31.954545454545453,12
southern avenue,landover,AM Peak,3.909090909090909,14
southern avenue,largo,AM Peak,18.13636363636364,15
southern avenue,l'enfant plaza,AM Peak,286.6818181818182,5
southern avenue,mcpherson square,AM Peak,166.8181818181818,9
southern avenue,medical center,AM Peak,52.04545454545455,17
southern avenue,metro center,AM Peak,123.86363636363636,8
southern avenue,minnesota avenue,AM Peak,21.272727272727277,11
southern avenue,morgan boulevard,AM Peak,6.227272727272728,14
southern avenue,mount vernon square,AM Peak,37.18181818181818,8
southern avenue,navy yard ballpark,AM Peak,93.5909090909091,3
southern avenue,naylor road,AM Peak,17.954545454545453,1
southern avenue,new carrollton,AM Peak,29.90909090909091,15
southern avenue,noma gallaudet u,AM Peak,73.13636363636364,10
southern avenue,pentagon,AM Peak,95.86363636363636,6
southern avenue,pentagon city,AM Peak,47.68181818181818,7
southern avenue,potomac avenue,AM Peak,5.954545454545454,9
southern avenue,hyattsville crossing,AM Peak,28.5,15
southern avenue,national airport,AM Peak,21.09090909090909,9
southern avenue,rhode island avenue,AM Peak,38.90909090909091,11
southern avenue,rockville,AM Peak,11.727272727272728,21
southern avenue,rosslyn,AM Peak,56.81818181818182,8
southern avenue,shady grove,AM Peak,15.318181818181818,22
southern avenue,shaw howard university,AM Peak,52.90909090909091,9
southern avenue,silver spring,AM Peak,49.68181818181818,15
southern avenue,smithsonian,AM Peak,77.54545454545455,6
southern avenue,southern avenue,AM Peak,7.818181818181818,0
southern avenue,stadium armory,AM Peak,17.545454545454547,10
southern avenue,suitland,AM Peak,35.36363636363637,2
southern avenue,takoma,AM Peak,13.272727272727272,14
southern avenue,tenleytown au,AM Peak,27.772727272727277,14
southern avenue,twinbrook,AM Peak,9.136363636363637,20
southern avenue,u street,AM Peak,48.54545454545455,10
southern avenue,union station,AM Peak,139.13636363636363,9
southern avenue,van dorn street,AM Peak,5.909090909090909,13
southern avenue,van ness udc,AM Peak,15.863636363636363,13
southern avenue,vienna,AM Peak,7.5,16
southern avenue,virginia square gmu,AM Peak,10.545454545454543,11
southern avenue,waterfront,AM Peak,32.45454545454545,4
southern avenue,west falls church,AM Peak,28.181818181818183,14
southern avenue,west hyattsville,AM Peak,4.909090909090909,14
southern avenue,wheaton,AM Peak,9.818181818181818,17
southern avenue,north bethesda,AM Peak,18.90909090909091,19
southern avenue,woodley park,AM Peak,11.454545454545457,11
stadium armory,addison road,AM Peak,16.09090909090909,3
stadium armory,anacostia,AM Peak,13.681818181818182,8
stadium armory,archives,AM Peak,13.636363636363637,6
stadium armory,arlington cemetery,AM Peak,0.9090909090909092,7
stadium armory,ballston-mu,AM Peak,23.181818181818183,12
stadium armory,benning road,AM Peak,12.136363636363637,1
stadium armory,bethesda,AM Peak,10.590909090909092,16
stadium armory,braddock road,AM Peak,4.681818181818182,11
stadium armory,branch avenue,AM Peak,2.363636363636364,13
stadium armory,brookland cua,AM Peak,6.5,12
stadium armory,capitol heights,AM Peak,6.318181818181818,2
stadium armory,capitol south,AM Peak,32.90909090909091,3
stadium armory,cheverly,AM Peak,3.0,3
stadium armory,clarendon,AM Peak,4.363636363636363,10
stadium armory,cleveland park,AM Peak,0.4090909090909091,12
stadium armory,college park university of maryland,AM Peak,0.2272727272727272,16
stadium armory,columbia heights,AM Peak,14.636363636363637,11
stadium armory,congress heights,AM Peak,2.863636363636364,9
stadium armory,court house,AM Peak,10.727272727272728,9
stadium armory,crystal city,AM Peak,17.136363636363637,8
stadium armory,deanwood,AM Peak,10.5,2
stadium armory,dunn loring,AM Peak,5.590909090909091,15
stadium armory,dupont circle,AM Peak,18.59090909090909,10
stadium armory,east falls church,AM Peak,3.5454545454545454,13
stadium armory,eastern market,AM Peak,21.227272727272727,2
stadium armory,eisenhower avenue,AM Peak,0.5,13
stadium armory,farragut north,AM Peak,13.954545454545457,9
stadium armory,farragut west,AM Peak,132.4090909090909,10
stadium armory,federal center sw,AM Peak,32.59090909090909,4
stadium armory,federal triangle,AM Peak,43.5,7
stadium armory,foggy bottom gwu,AM Peak,78.45454545454545,9
stadium armory,forest glen,AM Peak,1.6363636363636365,16
stadium armory,fort totten,AM Peak,1.818181818181818,13
stadium armory,franconia springfield,AM Peak,6.363636363636363,14
stadium armory,friendship heights,AM Peak,8.727272727272727,15
stadium armory,gallery place,AM Peak,21.13636363636364,7
stadium armory,georgia avenue petworth,AM Peak,8.818181818181818,12
stadium armory,glenmont,AM Peak,0.1818181818181818,18
stadium armory,greenbelt,AM Peak,1.0909090909090908,17
stadium armory,grosvenor strathmore,AM Peak,0.9090909090909092,18
stadium armory,huntington,AM Peak,1.0454545454545454,14
stadium armory,judiciary square,AM Peak,12.0,8
stadium armory,king street old town,AM Peak,10.909090909090908,12
stadium armory,landover,AM Peak,3.363636363636364,4
stadium armory,largo,AM Peak,10.636363636363637,5
stadium armory,l'enfant plaza,AM Peak,47.09090909090909,5
stadium armory,mcpherson square,AM Peak,82.5909090909091,9
stadium armory,medical center,AM Peak,5.090909090909091,17
stadium armory,metro center,AM Peak,62.45454545454545,8
stadium armory,minnesota avenue,AM Peak,21.772727272727277,1
stadium armory,morgan boulevard,AM Peak,5.5,4
stadium armory,mount vernon square,AM Peak,2.9545454545454546,8
stadium armory,navy yard ballpark,AM Peak,6.545454545454546,7
stadium armory,naylor road,AM Peak,2.4545454545454546,11
stadium armory,new carrollton,AM Peak,22.13636363636364,5
stadium armory,noma gallaudet u,AM Peak,8.681818181818182,10
stadium armory,pentagon,AM Peak,28.59090909090909,6
stadium armory,pentagon city,AM Peak,9.454545454545457,7
stadium armory,potomac avenue,AM Peak,5.863636363636363,1
